Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-4/duplicates_rm/RSQ_177_sorted_q10_rmDup.bam
DDX11L1	11
WASH7P	0
MIR6859-1	0
MIR1302-2HG	4
MIR1302-2	0
FAM138A	1
OR4G4P	1
OR4G11P	0
OR4F5	0
ENSG00000238009	1
ENSG00000239945	0
CICP27	1
ENSG00000268903	0
ENSG00000269981	0
ENSG00000239906	0
ENSG00000241860	3
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	3
WASH9P	2
MIR6859-2	0
ENSG00000228463	5
ENSG00000286448	1
RPL23AP24	0
ENSG00000236601	0
ENSG00000237094	5
WBP1LP7	0
OR4F29	0
CICP7	0
ENSG00000250575	0
U6	4
ENSG00000230021	3
ENSG00000235146	0
MTND1P23	51
MTND2P28	752
MTCO1P12	870
ENSG00000278791	0
MTCO2P12	22
MTATP8P1	8
MTATP6P1	3098
MTCO3P12	23
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	3
RNU6-1199P	0
ENSG00000229905	0
LINC01409	5
ENSG00000285268	0
ENSG00000230092	20
FAM87B	4
LINC01128	21
LINC00115	0
ENSG00000288531	8
FAM41C	1
TUBB8P11	1
ENSG00000283040	0
ENSG00000272438	0
ENSG00000230699	2
ENSG00000241180	0
LINC02593	0
SAMD11	3
NOC2L	34
KLHL17	1
PLEKHN1	0
PERM1	0
ENSG00000272512	3
HES4	4
ISG15	14
ENSG00000231702	0
ENSG00000224969	0
AGRN	3
ENSG00000242590	0
ENSG00000217801	2
ENSG00000273443	0
RNF223	1
C1orf159	5
ENSG00000285812	1
LINC01342	0
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	1
TTLL10-AS1	0
TTLL10	2
TNFRSF18	2
TNFRSF4	3
SDF4	48
B3GALT6	4
C1QTNF12	0
ENSG00000260179	1
UBE2J2	29
LINC01786	0
SCNN1D	1
ACAP3	22
MIR6726	0
PUSL1	4
INTS11	35
MIR6727	0
ENSG00000240731	1
CPTP	13
TAS1R3	1
DVL1	3
MIR6808	0
MXRA8	0
AURKAIP1	67
NDUFB4P8	1
CCNL2	15
MRPL20-AS1	8
MRPL20	22
RN7SL657P	0
MRPL20-DT	1
ANKRD65	2
ANKRD65-AS1	2
TMEM88B	5
LINC01770	0
VWA1	4
ATAD3C	2
ATAD3B	7
ENSG00000284740	0
ATAD3A	21
TMEM240	0
SSU72	119
ENSG00000215014	0
ENSG00000274481	0
FNDC10	0
ENSG00000286989	0
ENSG00000272106	2
MIB2	19
MMP23B	0
CDK11B	111
ENSG00000272004	0
SLC35E2B	20
ENSG00000269737	3
MMP23A	0
CDK11A	1
ENSG00000268575	1
ENSG00000227775	2
SLC35E2A	1
NADK	83
GNB1	1016
GNB1-DT	1
CALML6	1
TMEM52	3
CFAP74	15
ENSG00000233542	1
GABRD	4
PRKCZ-DT	1
PRKCZ	17
ENSG00000271806	4
PRKCZ-AS1	1
FAAP20	21
ENSG00000234396	0
SKI	68
ENSG00000287356	4
MORN1	1
ENSG00000272161	0
ENSG00000269896	2
ENSG00000272420	1
RER1	18
PEX10	1
PLCH2	7
ENSG00000224387	1
ENSG00000229393	0
PANK4	12
HES5	0
ENSG00000272449	1
TNFRSF14-AS1	4
TNFRSF14	42
ENSG00000225931	6
ENSG00000228037	3
ENSG00000289610	0
PRXL2B	10
MMEL1	3
MMEL1-AS1	0
TTC34	5
ENSG00000285945	1
ENSG00000283259	1
ENSG00000233234	3
ENSG00000287396	2
ENSG00000231630	0
ENSG00000284745	0
ACTRT2	2
PRDM16-DT	1
PRDM16	12
MIR4251	0
ENSG00000226286	1
ENSG00000279839	1
ENSG00000272235	1
ENSG00000287828	0
ENSG00000286518	5
ARHGEF16	2
ENSG00000272088	1
MEGF6	11
MIR551A	0
ENSG00000238260	2
TPRG1L	45
WRAP73	8
TP73	3
TP73-AS3	1
TP73-AS2	1
TP73-AS1	11
ENSG00000276189	0
CCDC27	1
SMIM1	7
LRRC47	35
RN7SL574P	0
ENSG00000272153	1
CEP104	57
DFFB	14
C1orf174	32
LINC01134	7
LINC01346	2
LINC01345	2
LINC02780	0
ENSG00000284703	5
EEF1DP6	0
LINC01777	3
ENSG00000284694	5
ENSG00000227169	0
LINC01646	2
AJAP1	14
ENSG00000287586	0
ENSG00000284739	3
LINC02781	4
LINC02782	0
ENSG00000284616	3
ENSG00000284692	1
ENSG00000284666	0
ENSG00000260972	2
ENSG00000283356	0
ENSG00000236948	1
ENSG00000264341	0
MIR4689	0
NPHP4	14
KCNAB2	100
CHD5	14
ENSG00000285629	1
RPL22	48
RNF207-AS1	0
RNF207	5
ICMT	12
ICMT-DT	2
HES3	0
GPR153	1
ACOT7	36
ENSG00000271746	1
HES2	3
ESPN	29
MIR4252	0
ENSG00000231868	1
TNFRSF25	0
PLEKHG5	3
NOL9	38
RNU6-731P	0
ENSG00000229519	0
TAS1R1	1
ZBTB48	7
KLHL21	11
PHF13	5
THAP3	14
DNAJC11	33
LINC01672	2
ENSG00000284744	1
CAMTA1-DT	0
CAMTA1	308
ENSG00000227950	1
ENSG00000237365	0
RNU1-8P	0
CAMTA1-IT1	1
CAMTA1-AS2	0
CAMTA1-AS1	0
ENSG00000270171	5
ENSG00000270035	1
ENSG00000269978	0
VAMP3	353
ENSG00000269925	0
PER3	28
ENSG00000236266	0
UTS2	1
TNFRSF9	7
ENSG00000270330	0
PARK7	246
Y_RNA	334
ENSG00000284747	2
ENSG00000284716	0
ERRFI1	10
ERRFI1-DT	1
ENSG00000232848	1
ENSG00000229305	1
ENSG00000288816	1
LINC01714	1
RNU1-7P	1
ENSG00000233645	2
RNU6-991P	1
SLC45A1	2
RERE	263
RERE-AS1	2
ENSG00000221083	0
ENSG00000270282	0
RPL7P11	3
RPL7P7	1
ENSG00000226545	0
ENSG00000228423	1
RPL23AP19	0
ENO1	550
MIR6728	0
ENO1-AS1	0
RNU6-304P	0
HMGN2P17	0
ENSG00000232208	0
ENSG00000232663	2
CA6	1
RN7SL451P	0
SLC2A7	2
SLC2A5	6
ENSG00000252404	0
GPR157	3
MIR34AHG	4
MIR34A	0
LNCTAM34A	4
H6PD	10
SPSB1	8
ENSG00000284652	0
LINC02606	2
RNA5SP40	0
ENSG00000235263	0
SLC25A33	10
ENSG00000231181	0
TMEM201	7
PIK3CD	137
PIK3CD-AS1	2
ENSG00000233268	0
PIK3CD-AS2	4
CLSTN1	25
MZT1P1	0
ENSG00000280113	0
CTNNBIP1	42
ENSG00000223989	0
ENSG00000285701	2
LZIC	277
ENSG00000228150	0
NMNAT1	24
RN7SKP269	2
TMEM274P	5
MIR5697	0
ENSG00000241326	0
RBP7	63
UBE4B	80
ENSG00000224340	1
PGAM1P11	0
RNU6-828P	1
KIF1B	140
ENSG00000264881	0
RNU6-37P	0
RN7SL731P	0
ENSG00000284735	5
ENSG00000284642	8
PGD	296
ENSG00000271989	0
CENPS-CORT	0
CENPS	0
CORT	0
DFFA	18
ENSG00000203469	0
PEX14	12
ENSG00000287727	2
RN7SL614P	0
CASZ1	9
ENSG00000272078	4
HSPE1P24	0
C1orf127	5
CFL1P6	0
TARDBP	80
MASP2	5
SRM	40
EXOSC10	78
ENSG00000226849	1
EXOSC10-AS1	1
MTOR	74
MTOR-AS1	0
RNU6-537P	0
ANGPTL7	2
RNU6-291P	0
RPL39P6	0
UBIAD1	8
UBE2V2P3	1
ENSG00000284646	0
MTCYBP45	0
DISP3	0
ENSG00000285833	0
LINC01647	2
ENSG00000284708	1
FBXO2	12
FBXO44	11
FBXO6	6
MAD2L2	42
DRAXIN	9
AGTRAP	8
C1orf167	7
C1orf167-AS1	0
MTHFR	26
CLCN6	18
ENSG00000276470	0
ENSG00000278852	0
NPPA	2
ENSG00000275915	0
NPPB	0
SBF1P2	1
ENSG00000285646	1
RNU5E-1	0
RNU5E-4P	0
KIAA2013	16
PLOD1	18
ENSG00000287384	2
MFN2	184
ENSG00000270914	0
MIIP	9
MIR6729	0
RN7SL649P	0
TNFRSF8	5
RNU6-777P	0
RPL23AP89	0
ENSG00000285604	1
MIR7846	0
TNFRSF1B	28
MIR4632	0
RPL10P17	0
SNORA70	4
VPS13D	155
SNORA59A	1
LINC02766	0
DHRS3	38
RNU6ATAC18P	0
MIR6730	0
ENSG00000288927	3
ENSG00000272482	0
AADACL4	4
ENSG00000226166	0
AADACL3	3
CFAP107	3
PRAMEF12	3
PRAMEF1	0
LINC01784	0
PRAMEF11	2
PRAMEF30P	0
HNRNPCL1	0
PRAMEF2	0
PRAMEF4	1
PRAMEF10	0
PRAMEF7	0
RNU6-1072P	0
PRAMEF29P	0
PRAMEF6	0
PRAMEF28P	0
PRAMEF27	2
HNRNPCL3	0
PRAMEF25	0
PRAMEF34P	0
PRAMEF35P	0
HNRNPCL2	2
PRAMEF36P	0
ENSG00000233336	0
PRAMEF26	0
HNRNPCL4	0
PRAMEF9	2
PRAMEF13	0
PRAMEF18	0
PRAMEF31P	0
PRAMEF5	0
PRAMEF32P	0
RNU6-771P	0
PRAMEF8	0
PRAMEF33	0
PRAMEF15	3
ENSG00000228229	2
PRAMEF14	2
PRAMEF19	0
PRAMEF17	2
PRAMEF20	1
LRRC38	2
ENSG00000259961	0
BRWD1P1	0
PDPN	9
RNA5SP41	0
ENSG00000237445	0
ENSG00000253085	0
PRDM2	293
ENSG00000289380	0
KAZN	21
RNU6-1265P	0
ENSG00000231606	1
KAZN-AS1	13
TBCAP2	0
ENSG00000287756	1
TMEM51-AS1	3
TMEM51	0
TMEM51-AS2	0
MFFP1	0
ZBTB2P1	0
FHAD1	22
FHAD1-AS1	1
ENSG00000236045	1
EFHD2-AS1	8
EFHD2	476
CTRC	6
CELA2A	0
CELA2B	2
CASP9	74
DNAJC16	215
SCARNA21B	0
ENSG00000272510	0
AGMAT	9
ENSG00000237301	1
CHCHD2P6	0
RNU7-179P	0
CD24P1	1
DDI2	146
RSC1A1	0
ENSG00000271742	2
PLEKHM2	46
ENSG00000237938	1
SLC25A34	4
SLC25A34-AS1	0
TMEM82	0
FBLIM1	0
RPL12P14	1
UQCRHL	9
ENSG00000178715	0
FLJ37453	8
SPEN	316
ENSG00000270620	0
ZBTB17	15
ENSG00000234607	0
ENSG00000231353	1
ENSG00000275503	4
TBC1D3P6	1
SRARP	2
ENSG00000233078	0
HSPB7	2
CLCNKA	4
ENSG00000232456	1
CLCNKB	7
FAM131C	1
EPHA2	6
EPHA2-AS1	0
ENSG00000224621	2
ARHGEF19-AS1	0
ARHGEF19	5
ANO7L1	4
ENSG00000288398	11
CPLANE2	0
MT1XP1	0
FBXO42	27
SZRD1	109
RPL22P3	0
SPATA21	8
NECAP2	115
LINC01772	0
CROCCP3	11
RNU1-1	18
ENSG00000261135	1
ENSG00000285853	0
ENSG00000224174	0
LINC01783	0
RNU1-6P	0
PDE4DIPP8	0
NBPF1	53
ENSG00000271732	4
CROCCP2	27
ENSG00000283773	0
MST1P2	3
ENSG00000282143	0
RNU1-3	0
ENSG00000280114	1
EIF1AXP1	0
ESPNP	1
ENSG00000279151	0
ENSG00000282740	0
CROCC	16
CROCCP4	0
RNU1-4	0
MST1L	1
ENSG00000223643	0
PDE4DIPP9	1
MIR3675	1
ENSG00000228549	3
RNU1-5P	0
ENSG00000238142	3
ENSG00000235241	0
RNU1-2	0
ENSG00000272426	0
MFAP2	1
ENSG00000286898	0
ENSG00000226526	0
ATP13A2	8
ENSG00000288636	0
SDHB	74
PADI2	34
LINC02783	4
ENSG00000282843	0
PADI1	4
PADI3	1
MIR3972	0
PADI4	74
PADI6	2
RCC2-AS1	0
RCC2	74
ARHGEF10L	16
LINC02810	0
ACTL8	2
ENSG00000284653	4
LINC01654	5
IGSF21	9
ENSG00000280222	12
IGSF21-AS1	0
ENSG00000225387	1
KLHDC7A	1
DYNLL1P3	2
ENSG00000225478	0
PAX7	8
TAS1R2	2
ALDH4A1	4
MIR4695	0
MIR1290	0
IFFO2	40
ENSG00000272084	3
UBR4	329
EMC1-AS1	3
EMC1	18
MRTO4	17
ENSG00000286064	1
AKR7L	1
AKR7A3	2
ENSG00000270728	0
AKR7A2	22
RNU6-1099P	0
SLC66A1	5
CAPZB	487
RN7SL277P	1
MICOS10	10
RNU4-28P	0
MICOS10-DT	0
NBL1	8
MICOS10-NBL1	0
ENSG00000226396	0
HTR6	2
TMCO4	15
RNF186	1
RNF186-AS1	0
OTUD3	23
PLA2G2E	0
RN7SL304P	0
PLA2G2A	1
PLA2G5	6
PLA2G2D	1
PLA2G2F	7
ENSG00000227066	0
PLA2G2C	3
UBXN10	8
LINC01757	1
ENSG00000284710	7
VWA5B1	9
ENSG00000226664	1
LINC01141	6
ENSG00000226487	1
ENSG00000284641	2
ENSG00000284743	0
CAMK2N1	22
ENSG00000289402	3
MUL1	3
RPS4XP4	0
FAM43B	4
CDA	43
PINK1	46
MIR6084	0
PINK1-AS	0
DDOST	23
KIF17	5
ENSG00000235432	2
SH2D5	3
ENSG00000233069	0
HP1BP3	453
EIF4G3	1269
RNU7-200P	0
MIR1256	0
RPS15AP6	0
ENSG00000236073	0
HSPE1P27	0
ENSG00000287192	2
ECE1	114
ENSG00000236936	7
ECE1-AS1	1
PPP1R11P1	0
PDE4DIPP10	0
ENSG00000236009	0
NBPF2P	1
HS6ST1P1	0
CROCCP5	0
NBPF3	12
PFN1P10	0
ALPL	11
ENSG00000289715	1
LINC02596	1
RAP1GAP	54
USP48	340
ENSG00000231978	0
LDLRAD2	0
HSPG2	27
ENSG00000232037	0
ENSG00000283234	1
CELA3B	1
ENSG00000285959	0
RN7SL386P	0
RNU6-1022P	0
CELA3A	1
RN7SL186P	1
RNU6-776P	0
LINC01635	0
LINC00339	0
ENSG00000289694	0
CDC42-AS1	3
ENSG00000285794	0
CDC42	33
CDC42-IT1	0
MPHOSPH6P1	0
WNT4	4
ENSG00000285873	1
MIR4418	1
PPIAP34	0
ENSG00000279625	1
ZBTB40	47
ZBTB40-IT1	1
EPHA8	3
MIR6127	0
C1QA	2
ENSG00000289692	0
C1QC	15
C1QB	18
EPHB2	12
MIR4684	0
ENSG00000225952	4
MIR4253	0
LACTBL1	1
TEX46	1
KDM1A	341
ENSG00000240553	1
MIR3115	0
ENSG00000266802	0
LUZP1	71
ENSG00000229010	0
RNU6-514P	0
RNU6-135P	0
ENSG00000289014	0
HTR1D	2
ENSG00000215381	0
LINC01355	3
ENSG00000284726	1
HNRNPR	313
ZNF436	13
ZNF436-AS1	2
ENSG00000271420	0
TCEA3	20
ENSG00000232482	0
ASAP3	9
E2F2	81
ENSG00000235052	0
ID3	14
ENSG00000285802	0
MDS2	10
ENSG00000229239	0
RPL11	1159
ELOA-AS1	3
ELOA	75
PITHD1	168
LYPLA2	19
GALE	7
HMGCL	21
FUCA1	8
CNR2	6
BTBD6P1	1
ENSG00000232557	0
MIR378F	0
H3P1	0
PNRC2	185
SRSF10	136
ENSG00000215905	1
ENSG00000225315	0
MYOM3	13
MYOM3-AS1	1
IL22RA1	1
IFNLR1	20
GRHL3	10
LINC02800	3
GRHL3-AS1	1
STPG1	12
NIPAL3	40
ENSG00000288982	0
RCAN3AS	1
RCAN3	253
NCMAP-DT	1
NCMAP	2
ENSG00000227312	0
SRRM1	493
ENSG00000284699	1
CLIC4	389
RNU6-1208P	0
RUNX3	130
MIR6731	0
RUNX3-AS1	3
ENSG00000261025	0
MIR4425	1
LINC02793	0
ENSG00000233755	2
IFITM3P7	1
ENSG00000231953	1
SYF2	473
ENSG00000284602	1
ENSG00000284657	0
RSRP1	104
ENSG00000272432	2
ENSG00000261349	0
RHD	47
SDHDP6	0
ENSG00000259984	1
TMEM50A	333
RHCE	14
ENSG00000238084	1
MACO1	74
LDLRAP1	123
ENSG00000225643	7
MAN1C1	12
ENSG00000233478	1
SELENON	34
ENSG00000255054	0
ENSG00000228172	4
MTFR1L	68
ENSG00000272478	0
AUNIP	3
ENSG00000236528	0
PAQR7	9
STMN1	79
SNRPFP2	4
ENSG00000223624	3
MIR3917	0
PAFAH2	14
RNU6-110P	1
ENSG00000252190	0
ENSG00000252691	1
EXTL1	4
SLC30A2	8
ENSG00000284309	1
TRIM63	3
PDIK1L	13
FAM110D	2
C1orf232	0
ZNF593OS	0
ZNF593	0
CNKSR1	2
CATSPER4	3
ZPLD2P	8
ENSG00000278572	1
CEP85	39
ENSG00000270733	0
SH3BGRL3	2584
UBXN11	53
CD52	117
CRYBG2	8
ENSG00000225854	0
ZNF683	12
LIN28A	5
DHDDS	43
ENSG00000223583	0
DHDDS-AS1	7
HMGN2	240
DPPA2P2	0
RPS6KA1	94
MIR1976	0
RN7SL679P	0
RNU7-29P	0
ENSG00000289452	0
ENSG00000229247	0
ENSG00000238316	0
ENSG00000235069	0
ENSG00000260063	4
