Sample	total_reads	total_tags	total_assigned_tags	cds_exons_total_bases	cds_exons_tag_count	cds_exons_tags_kb	5_utr_exons_total_bases	5_utr_exons_tag_count	5_utr_exons_tags_kb	3_utr_exons_total_bases	3_utr_exons_tag_count	3_utr_exons_tags_kb	introns_total_bases	introns_tag_count	introns_tags_kb	tss_up_1kb_total_bases	tss_up_1kb_tag_count	tss_up_1kb_tags_kb	tss_up_5kb_tags_kb	tss_up_10kb_tags_kb	tes_down_1kb_total_bases	tes_down_1kb_tag_count	tes_down_1kb_tags_kb	tes_down_5kb_tags_kb	tes_down_10kb_tags_kb	other_intergenic_tag_count	cds_exons_tag_pct	5_utr_exons_tag_pct	3_utr_exons_tag_pct	introns_tag_pct	tss_up_1kb_tag_pct	tss_up_5kb_tag_pct	tss_up_10kb_tag_pct	tes_down_1kb_tag_pct	tes_down_5kb_tag_pct	tes_down_10kb_tag_pct	other_intergenic_tag_pct	tss_up_5kb-10kb_total_bases	tss_up_1kb-5kb_total_bases	tss_up_5kb-10kb_tag_count	tss_up_1kb-5kb_tag_count	tes_down_5kb-10kb_total_bases	tes_down_1kb-5kb_total_bases	tes_down_5kb-10kb_tag_count	tes_down_1kb-5kb_tag_count
RSQ_178_RSeQC_readDistribution	80658745	114767465	111124197	39015440	71442440	1831.13	24544196	10819433	440.81	57343407	24106743	420.39	1587580244	3845571	2.42	26098899	112145	4.3	2.89	2.03	28587031	59123	2.07	3.17	2.17	3643268	62.24973253526163	9.427264948302204	21.00485795342783	3.3507501450868507	0.09771497523274562	0.29496687061964816	0.37634969109058913	0.05151547086972776	0.3422450779060076	0.4165666637317466	3.1744780630991545	96140332	90890313	93401	226381	96398306	95256052	85297	333663
RSQ_179_RSeQC_readDistribution	80499570	126549269	121470361	39015440	87715235	2248.22	24544196	13316502	542.55	57343407	14449888	251.99	1587580244	5108876	3.22	26098899	133976	5.13	2.64	2.01	28587031	67434	2.36	2.43	2.05	5078908	69.31311076952962	10.52278065707357	11.418389149288567	4.0370648051708615	0.10586864788606563	0.2442969465117969	0.33915723369370077	0.053286755848427694	0.23817047888281362	0.3561134754559507	4.013383909787736	96140332	90890313	120045	175180	96398306	95256052	149256	233969
RSQ_180_RSeQC_readDistribution	69195887	95969046	92552514	39015440	66282953	1698.89	24544196	8014308	326.53	57343407	14015388	244.41	1587580244	3192251	2.01	26098899	104470	4.0	3.31	2.22	28587031	50930	1.78	4.04	2.61	3416532	69.06701250317732	8.35093015304122	14.604071400272126	3.3263339931502496	0.10885801657338555	0.40357283534943134	0.49311316484275564	0.05306919483184193	0.5217140535084615	0.5985033966056097	3.5600353889107117	96140332	90890313	85931	282835	96398306	95256052	73694	449754
RSQ_181_RSeQC_readDistribution	74151225	102523292	99262336	39015440	68160095	1747.0	24544196	8387624	341.74	57343407	17532291	305.74	1587580244	3779543	2.38	26098899	76248	2.92	2.65	2.0	28587031	65148	2.28	7.05	4.43	3260956	66.4825462295924	8.181188719535069	17.100788179919153	3.6865213028859825	0.0743713926002298	0.30184555525197143	0.416580458614224	0.06354458458083848	0.8513099637885213	0.9516774002926087	3.180697709160568	96140332	90890313	117630	233214	96398306	95256052	102900	807643
RSQ_182_RSeQC_readDistribution	85626096	125774733	121604819	39015440	89373646	2290.72	24544196	10274149	418.6	57343407	16495205	287.66	1587580244	4297426	2.71	26098899	107917	4.13	3.17	2.29	28587031	75164	2.63	4.11	3.07	4169914	71.05850584473114	8.168690765576898	13.11487975887812	3.4167641604136816	0.08580181203803469	0.2944899910858884	0.3875468374081144	0.05976081062322748	0.40493109216141215	0.5382297253614524	3.315382907630581	96140332	90890313	117042	262477	96398306	95256052	167656	434137
RSQ_183_RSeQC_readDistribution	77744377	118183039	113128210	39015440	77736851	1992.46	24544196	11927918	485.98	57343407	18141861	316.37	1587580244	4413068	2.78	26098899	108132	4.14	2.1	1.53	28587031	61315	2.14	3.77	2.64	5054829	65.7766559886821	10.092749434206038	15.350646889356096	3.734095888327935	0.0914953625452126	0.2079536979921459	0.2758983038166754	0.0518813871421939	0.3952800706030245	0.4928346782485429	4.2771188173626165	96140332	90890313	80299	137634	96398306	95256052	115293	405839
RSQ_184_RSeQC_readDistribution	72424824	94196687	83435537	39015440	45626874	1169.46	24544196	6392116	260.43	57343407	11908270	207.67	1587580244	16228958	10.22	26098899	253518	9.71	8.24	7.53	28587031	192771	6.74	8.13	7.6	10761150	48.43787552740576	6.785924434900773	12.641920198318651	17.22879914025002	0.26913685403818927	1.0232610410172918	1.703227630500423	0.20464732480453374	1.0689749629941867	1.7781251690943227	11.424127899530054	96140332	90890313	640506	710360	96398306	95256052	667996	814168
RSQ_188_RSeQC_readDistribution	87631797	125181404	121877112	39015440	80995982	2076.0	24544196	17220059	701.59	57343407	18180717	317.05	1587580244	3542732	2.23	26098899	167462	6.42	4.56	3.14	28587031	80210	2.81	9.45	5.76	3304292	64.70288670032811	13.75608393080493	14.523496636928595	2.830078499518986	0.13377546077051508	0.42661288572861833	0.5350387346670117	0.0640750122917618	0.9347850100802512	1.0128125739826341	2.639602923769732	96140332	90890313	135729	366578	96398306	95256052	97676	1089967
RSQ_190_RSeQC_readDistribution	105287907	161352544	155282232	39015440	100855715	2585.02	24544196	24957675	1016.85	57343407	22870929	398.84	1587580244	5594290	3.52	26098899	170508	6.53	3.26	2.42	28587031	80463	2.81	2.99	2.21	6070312	62.50643001947338	15.467791446783757	14.174507840421779	3.467122278530669	0.10567419377038145	0.23639664460450033	0.31997698158387883	0.04986782235054193	0.22977202020440407	0.30202932530149634	3.762142107905036	96140332	90890313	134859	210924	96398306	95256052	116589	290280
RSQ_192_RSeQC_readDistribution	81233730	116173466	112362997	39015440	75670269	1939.5	24544196	14824398	603.99	57343407	17101026	298.22	1587580244	3745956	2.36	26098899	167496	6.42	3.61	2.61	28587031	75439	2.64	2.96	2.11	3810469	65.13558698506938	12.76057133390511	14.720251180247992	3.224450581512305	0.144177500910578	0.36314058151626466	0.4795088062535726	0.0649365148492686	0.3156796578661086	0.3996489181100958	3.279982194901545	96140332	90890313	135189	254377	96398306	95256052	97550	291297
