Geneid	/mnt/efs/clusterfcs/data/tfm-esther/procesado-2/duplicates/PP036_sorted_q10_mrkDup.bam
DDX11L1	14
WASH7P	1
MIR6859-1	0
MIR1302-2HG	0
MIR1302-2	0
FAM138A	0
OR4G4P	0
OR4G11P	0
OR4F5	0
ENSG00000238009	0
ENSG00000239945	0
CICP27	0
ENSG00000268903	0
ENSG00000269981	0
ENSG00000239906	0
ENSG00000241860	0
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	53
WASH9P	2
MIR6859-2	0
ENSG00000228463	0
ENSG00000286448	0
RPL23AP24	0
ENSG00000236601	0
ENSG00000237094	0
WBP1LP7	0
OR4F29	0
CICP7	0
ENSG00000250575	0
U6	2
ENSG00000230021	18
ENSG00000235146	0
MTND1P23	8
MTND2P28	723
MTCO1P12	183
ENSG00000278791	0
MTCO2P12	3
MTATP8P1	0
MTATP6P1	2014
MTCO3P12	15
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	10
RNU6-1199P	0
ENSG00000229905	0
LINC01409	34
ENSG00000285268	0
ENSG00000230092	157
FAM87B	0
LINC01128	78
LINC00115	9
ENSG00000288531	2
FAM41C	3
TUBB8P11	0
ENSG00000283040	0
ENSG00000272438	0
ENSG00000230699	2
ENSG00000241180	0
LINC02593	0
SAMD11	14
NOC2L	98
KLHL17	6
PLEKHN1	0
PERM1	0
ENSG00000272512	0
HES4	34
ISG15	101
ENSG00000231702	0
ENSG00000224969	0
AGRN	23
ENSG00000242590	0
ENSG00000217801	5
ENSG00000273443	0
RNF223	0
C1orf159	8
ENSG00000285812	0
LINC01342	3
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	0
TTLL10-AS1	9
TTLL10	0
TNFRSF18	1
TNFRSF4	39
SDF4	240
B3GALT6	9
C1QTNF12	0
ENSG00000260179	0
UBE2J2	62
LINC01786	0
SCNN1D	1
ACAP3	13
MIR6726	0
PUSL1	13
INTS11	89
MIR6727	0
ENSG00000240731	0
CPTP	19
TAS1R3	11
DVL1	38
MIR6808	0
MXRA8	1
AURKAIP1	225
NDUFB4P8	0
CCNL2	13
MRPL20-AS1	68
MRPL20	207
RN7SL657P	0
MRPL20-DT	20
ANKRD65	0
ANKRD65-AS1	0
TMEM88B	0
LINC01770	2
VWA1	31
ATAD3C	8
ATAD3B	3
ENSG00000284740	0
ATAD3A	40
TMEM240	0
SSU72	411
ENSG00000215014	9
ENSG00000274481	0
FNDC10	3
ENSG00000286989	0
ENSG00000272106	7
MIB2	52
MMP23B	0
CDK11B	348
ENSG00000272004	0
SLC35E2B	53
ENSG00000269737	0
MMP23A	0
CDK11A	3
ENSG00000268575	3
ENSG00000227775	0
SLC35E2A	0
NADK	293
GNB1	2224
GNB1-DT	1
CALML6	0
TMEM52	6
CFAP74	14
ENSG00000233542	0
GABRD	1
PRKCZ-DT	1
PRKCZ	5
ENSG00000271806	0
PRKCZ-AS1	3
FAAP20	54
ENSG00000234396	0
SKI	292
ENSG00000287356	0
MORN1	18
ENSG00000272161	0
ENSG00000269896	0
ENSG00000272420	0
RER1	30
PEX10	12
PLCH2	15
ENSG00000224387	0
ENSG00000229393	0
PANK4	44
HES5	0
ENSG00000272449	9
TNFRSF14-AS1	4
TNFRSF14	253
ENSG00000225931	0
ENSG00000228037	0
ENSG00000289610	0
PRXL2B	14
MMEL1	0
MMEL1-AS1	0
TTC34	24
ENSG00000285945	0
ENSG00000283259	0
ENSG00000233234	0
ENSG00000287396	2
ENSG00000231630	0
ENSG00000284745	0
ACTRT2	0
PRDM16-DT	0
PRDM16	47
MIR4251	0
ENSG00000226286	10
ENSG00000279839	1
ENSG00000272235	2
ENSG00000287828	0
ENSG00000286518	3
ARHGEF16	2
ENSG00000272088	0
MEGF6	10
MIR551A	0
ENSG00000238260	2
TPRG1L	107
WRAP73	37
TP73	1
TP73-AS3	0
TP73-AS2	0
TP73-AS1	8
ENSG00000276189	0
CCDC27	0
SMIM1	25
LRRC47	101
RN7SL574P	0
ENSG00000272153	0
CEP104	226
DFFB	12
C1orf174	15
LINC01134	4
LINC01346	0
LINC01345	0
LINC02780	0
ENSG00000284703	1
EEF1DP6	0
LINC01777	0
ENSG00000284694	4
ENSG00000227169	0
LINC01646	0
AJAP1	6
ENSG00000287586	7
ENSG00000284739	0
LINC02781	0
LINC02782	0
ENSG00000284616	6
ENSG00000284692	0
ENSG00000284666	1
ENSG00000260972	0
ENSG00000283356	0
ENSG00000236948	0
ENSG00000264341	0
MIR4689	0
NPHP4	34
KCNAB2	201
CHD5	7
ENSG00000285629	0
RPL22	3319
RNF207-AS1	0
RNF207	4
ICMT	104
ICMT-DT	19
HES3	0
GPR153	7
ACOT7	66
ENSG00000271746	0
HES2	9
ESPN	217
MIR4252	0
ENSG00000231868	0
TNFRSF25	0
PLEKHG5	21
NOL9	106
RNU6-731P	0
ENSG00000229519	0
TAS1R1	0
ZBTB48	33
KLHL21	27
PHF13	24
THAP3	7
DNAJC11	160
LINC01672	0
ENSG00000284744	0
CAMTA1-DT	0
CAMTA1	167
ENSG00000227950	0
ENSG00000237365	1
RNU1-8P	0
CAMTA1-IT1	1
CAMTA1-AS2	0
CAMTA1-AS1	2
ENSG00000270171	0
ENSG00000270035	0
ENSG00000269978	0
VAMP3	797
ENSG00000269925	0
PER3	112
ENSG00000236266	0
UTS2	3
TNFRSF9	21
ENSG00000270330	0
PARK7	361
