Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-5/duplicates_rm/RSQ_190_sorted_q10_rmDup.bam
DDX11L1	6
WASH7P	6
MIR6859-1	0
MIR1302-2HG	0
MIR1302-2	0
FAM138A	0
OR4G4P	0
OR4G11P	0
OR4F5	0
ENSG00000238009	0
ENSG00000239945	0
CICP27	0
ENSG00000268903	0
ENSG00000269981	0
ENSG00000239906	0
ENSG00000241860	0
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	8
WASH9P	1
MIR6859-2	0
ENSG00000228463	3
ENSG00000286448	0
RPL23AP24	0
ENSG00000236601	0
ENSG00000237094	1
WBP1LP7	0
OR4F29	0
CICP7	0
ENSG00000250575	2
U6	0
ENSG00000230021	1
ENSG00000235146	0
MTND1P23	31
MTND2P28	516
MTCO1P12	244
ENSG00000278791	0
MTCO2P12	18
MTATP8P1	3
MTATP6P1	1228
MTCO3P12	13
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	3
RNU6-1199P	0
ENSG00000229905	0
LINC01409	0
ENSG00000285268	0
ENSG00000230092	9
FAM87B	0
LINC01128	4
LINC00115	2
ENSG00000288531	4
FAM41C	0
TUBB8P11	0
ENSG00000283040	0
ENSG00000272438	0
ENSG00000230699	0
ENSG00000241180	0
LINC02593	0
SAMD11	0
NOC2L	32
KLHL17	0
PLEKHN1	3
PERM1	1
ENSG00000272512	0
HES4	3
ISG15	62
ENSG00000231702	0
ENSG00000224969	0
AGRN	3
ENSG00000242590	0
ENSG00000217801	0
ENSG00000273443	0
RNF223	0
C1orf159	0
ENSG00000285812	0
LINC01342	0
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	0
TTLL10-AS1	0
TTLL10	0
TNFRSF18	0
TNFRSF4	2
SDF4	33
B3GALT6	1
C1QTNF12	0
ENSG00000260179	0
UBE2J2	19
LINC01786	0
SCNN1D	0
ACAP3	3
MIR6726	0
PUSL1	4
INTS11	22
MIR6727	0
ENSG00000240731	0
CPTP	9
TAS1R3	1
DVL1	5
MIR6808	0
MXRA8	0
AURKAIP1	40
NDUFB4P8	0
CCNL2	13
MRPL20-AS1	6
MRPL20	30
RN7SL657P	0
MRPL20-DT	0
ANKRD65	0
ANKRD65-AS1	0
TMEM88B	0
LINC01770	0
VWA1	1
ATAD3C	0
ATAD3B	1
ENSG00000284740	0
ATAD3A	4
TMEM240	0
SSU72	77
ENSG00000215014	0
ENSG00000274481	0
FNDC10	2
ENSG00000286989	1
ENSG00000272106	0
MIB2	5
MMP23B	0
CDK11B	60
ENSG00000272004	0
SLC35E2B	10
ENSG00000269737	0
MMP23A	0
CDK11A	0
ENSG00000268575	0
ENSG00000227775	2
SLC35E2A	4
NADK	41
GNB1	560
GNB1-DT	0
CALML6	0
TMEM52	0
CFAP74	0
ENSG00000233542	0
GABRD	0
PRKCZ-DT	0
PRKCZ	1
ENSG00000271806	0
PRKCZ-AS1	0
FAAP20	18
ENSG00000234396	0
SKI	67
ENSG00000287356	0
MORN1	7
ENSG00000272161	0
ENSG00000269896	0
ENSG00000272420	0
RER1	17
PEX10	8
PLCH2	2
ENSG00000224387	0
ENSG00000229393	0
PANK4	3
HES5	0
ENSG00000272449	8
TNFRSF14-AS1	1
TNFRSF14	36
ENSG00000225931	0
ENSG00000228037	0
ENSG00000289610	0
PRXL2B	4
MMEL1	2
