Sample	total_reads	total_tags	total_assigned_tags	cds_exons_total_bases	cds_exons_tag_count	cds_exons_tags_kb	5_utr_exons_total_bases	5_utr_exons_tag_count	5_utr_exons_tags_kb	3_utr_exons_total_bases	3_utr_exons_tag_count	3_utr_exons_tags_kb	introns_total_bases	introns_tag_count	introns_tags_kb	tss_up_1kb_total_bases	tss_up_1kb_tag_count	tss_up_1kb_tags_kb	tss_up_5kb_tags_kb	tss_up_10kb_tags_kb	tes_down_1kb_total_bases	tes_down_1kb_tag_count	tes_down_1kb_tags_kb	tes_down_5kb_tags_kb	tes_down_10kb_tags_kb	other_intergenic_tag_count	cds_exons_tag_pct	5_utr_exons_tag_pct	3_utr_exons_tag_pct	introns_tag_pct	tss_up_1kb_tag_pct	tss_up_5kb_tag_pct	tss_up_10kb_tag_pct	tes_down_1kb_tag_pct	tes_down_5kb_tag_pct	tes_down_10kb_tag_pct	other_intergenic_tag_pct	tss_up_5kb-10kb_total_bases	tss_up_1kb-5kb_total_bases	tss_up_5kb-10kb_tag_count	tss_up_1kb-5kb_tag_count	tes_down_5kb-10kb_total_bases	tes_down_1kb-5kb_total_bases	tes_down_5kb-10kb_tag_count	tes_down_1kb-5kb_tag_count
PP002_RSeQC_readDistribution	30523981	35171142	30655940	39015440	14352042	367.86	24544196	2577874	105.03	57343407	10820069	188.69	1587580244	2153203	1.36	26098899	97478	3.73	2.7	1.72	28587031	31698	1.11	2.65	1.75	4515202	40.80630080194723	7.329514634469361	30.764053666497382	6.1220730336251235	0.27715335487258275	0.8970280237133045	1.0435600868461992	0.09012502352070342	0.9329182430300388	1.0966945571457418	12.83780321946896	96140332	90890313	51537	218017	96398306	95256052	57602	296420
PP003_RSeQC_readDistribution	19396576	22538104	16143422	39015440	7514750	192.61	24544196	1552066	63.24	57343407	3319988	57.9	1587580244	3199522	2.02	26098899	101589	3.89	1.77	1.3	28587031	29085	1.02	1.56	1.27	6394682	33.34242312485558	6.886408901121407	14.730555862196749	14.196056598194772	0.45074332783272275	0.9193586115318307	1.2304761749258055	0.12904812223778894	0.8561634110837362	1.2413200329539698	28.372759305751714	96140332	90890313	70120	105617	96398306	95256052	86807	163878
PP004_RSeQC_readDistribution	15288801	17382577	13178316	39015440	5946099	152.4	24544196	1053064	42.9	57343407	3271246	57.05	1587580244	2405358	1.52	26098899	70153	2.69	1.51	1.13	28587031	25665	0.9	1.51	1.19	4204261	34.207235210291316	6.0581581200532	18.81910835200097	13.837752595601907	0.4035822766670328	1.0145618799790157	1.3876711145879004	0.14764784300969874	1.0773143705907358	1.5034364582420663	24.186638149222638	96140332	90890313	64856	106204	96398306	95256052	74071	161600
PP005_RSeQC_readDistribution	23175065	26179643	16482921	39015440	6940359	177.89	24544196	1730417	70.5	57343407	3819319	66.6	1587580244	3473302	2.19	26098899	102399	3.92	1.67	1.22	28587031	27371	0.96	1.47	1.18	9696722	26.51051811516299	6.609780736887817	14.588888778964634	13.267186263769906	0.3911397875058876	0.7467023137022916	0.9936346343607513	0.10455069994651951	0.6968811606789291	0.9908232896835147	37.03916818117038	96140332	90890313	64646	93085	96398306	95256052	76953	155070
PP007_RSeQC_readDistribution	8602085	9638295	6051405	39015440	2246762	57.59	24544196	618393	25.2	57343407	1178494	20.55	1587580244	1736734	1.09	26098899	54598	2.09	0.86	0.64	28587031	15226	0.53	0.74	0.61	3586890	23.31078266436128	6.415999925297991	12.227204085369872	18.019099851166622	0.5664694844886985	1.039748212728496	1.4260821026955492	0.1579739985132225	0.9454058005072473	1.3858467706165873	37.2149846004921	96140332	90890313	37236	45616	96398306	95256052	42451	75895
PP008_RSeQC_readDistribution	44138538	50422906	35097988	39015440	14453202	370.45	24544196	3959820	161.33	57343407	7620446	132.89	1587580244	7723459	4.86	26098899	227551	8.72	4.0	3.19	28587031	68275	2.39	3.5	3.0	15324918	28.66396078004707	7.853216552017053	15.113063892033512	15.317361914840847	0.45128497750605645	0.9285640934697418	1.3491110567883573	0.1354047305405206	0.8595894889517077	1.310515502617005	30.392770301656157	96140332	90890313	212052	240658	96398306	95256052	227370	365155
PP010_RSeQC_readDistribution	25741831	28109694	14834429	39015440	5714835	146.48	24544196	1490650	60.73	57343407	2732462	47.65	1587580244	4281497	2.7	26098899	140166	5.37	2.1	1.56	28587031	29717	1.04	1.55	1.28	13275265	20.330477450234785	5.302974838502332	9.720710584754142	15.231389569733489	0.4986393661916063	0.8758117395372571	1.1825777968269593	0.10571797757741512	0.6834866292034342	1.005226168595076	47.226643591353216	96140332	90890313	86231	106022	96398306	95256052	90440	162409
PP011_RSeQC_readDistribution	15719261	18370668	14672420	39015440	6917409	177.3	24544196	1291311	52.61	57343407	3895709	67.94	1587580244	2160131	1.36	26098899	53153	2.04	1.17	0.87	28587031	22785	0.8	1.3	1.01	3698248	37.65464053892869	7.029200026912467	21.206136869927647	11.75858711289105	0.2893362397056003	0.7426295004623675	1.0147535190337118	0.12402924052625632	0.8747640532178796	1.2054161557979275	20.13126577650851	96140332	90890313	49991	83273	96398306	95256052	60743	137915
PP012_RSeQC_readDistribution	21035371	24814998	17832540	39015440	9623116	246.65	24544196	1689738	68.84	57343407	3634689	63.38	1587580244	2452905	1.55	26098899	64296	2.46	1.25	0.89	28587031	21809	0.76	1.44	1.1	6982458	38.77943492076848	6.809341673128484	14.647146052560633	9.88476807453299	0.2591013708725667	0.5887084899221028	0.7610639339966903	0.08788636614034787	0.7195890162876499	0.9801894805713868	28.138055864441334	96140332	90890313	42770	81792	96398306	95256052	64668	156757
PP015_RSeQC_readDistribution	21234685	24743223	20806777	39015440	10584334	271.29	24544196	1601496	65.25	57343407	5470207	95.39	1587580244	2549603	1.61	26098899	61847	2.37	1.93	1.44	28587031	34953	1.22	1.69	1.33	3936446	42.77669889650188	6.472463187192712	22.10790000963092	10.304247753010996	0.24995531099566132	0.9130580927149224	1.2443851797318402	0.14126292278091662	0.8480988915631565	1.1851164256168243	15.909188548314827	96140332	90890313	81981	164073	96398306	95256052	83389	174894
