Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-1/duplicates/PP016_sorted_q10_mrkDup.bam
DDX11L1	57
WASH7P	2
MIR6859-1	0
MIR1302-2HG	0
MIR1302-2	0
FAM138A	0
OR4G4P	0
OR4G11P	0
OR4F5	0
ENSG00000238009	2
ENSG00000239945	0
CICP27	0
ENSG00000268903	1
ENSG00000269981	0
ENSG00000239906	0
ENSG00000241860	11
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	106
WASH9P	13
MIR6859-2	0
ENSG00000228463	0
ENSG00000286448	1
RPL23AP24	2
ENSG00000236601	0
ENSG00000237094	1
WBP1LP7	0
OR4F29	0
CICP7	4
ENSG00000250575	0
U6	5
ENSG00000230021	0
ENSG00000235146	0
MTND1P23	54
MTND2P28	4514
MTCO1P12	313
ENSG00000278791	0
MTCO2P12	24
MTATP8P1	5
MTATP6P1	13983
MTCO3P12	34
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	2
RNU6-1199P	0
ENSG00000229905	0
LINC01409	0
ENSG00000285268	0
ENSG00000230092	85
FAM87B	0
LINC01128	100
LINC00115	0
ENSG00000288531	0
FAM41C	0
TUBB8P11	0
ENSG00000283040	0
ENSG00000272438	4
ENSG00000230699	16
ENSG00000241180	0
LINC02593	2
SAMD11	19
NOC2L	28
KLHL17	5
PLEKHN1	4
PERM1	1
ENSG00000272512	0
HES4	8
ISG15	47
ENSG00000231702	0
ENSG00000224969	0
AGRN	33
ENSG00000242590	0
ENSG00000217801	1
ENSG00000273443	1
RNF223	1
C1orf159	4
ENSG00000285812	0
LINC01342	6
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	1
TTLL10-AS1	0
TTLL10	1
TNFRSF18	20
TNFRSF4	2
SDF4	99
B3GALT6	16
C1QTNF12	0
ENSG00000260179	0
UBE2J2	47
LINC01786	0
SCNN1D	2
ACAP3	23
MIR6726	0
PUSL1	19
INTS11	44
MIR6727	0
ENSG00000240731	0
CPTP	20
TAS1R3	2
DVL1	13
MIR6808	0
MXRA8	14
AURKAIP1	71
NDUFB4P8	0
CCNL2	15
MRPL20-AS1	7
MRPL20	22
RN7SL657P	0
MRPL20-DT	5
ANKRD65	4
ANKRD65-AS1	0
TMEM88B	1
LINC01770	0
VWA1	7
ATAD3C	13
ATAD3B	5
ENSG00000284740	0
ATAD3A	3
TMEM240	4
SSU72	202
ENSG00000215014	1
ENSG00000274481	0
FNDC10	8
ENSG00000286989	0
ENSG00000272106	1
MIB2	45
MMP23B	0
CDK11B	92
ENSG00000272004	0
SLC35E2B	41
ENSG00000269737	0
MMP23A	0
CDK11A	1
ENSG00000268575	0
ENSG00000227775	0
SLC35E2A	4
NADK	79
GNB1	2430
GNB1-DT	10
CALML6	0
TMEM52	1
CFAP74	12
ENSG00000233542	0
GABRD	2
PRKCZ-DT	2
PRKCZ	21
ENSG00000271806	0
PRKCZ-AS1	1
FAAP20	39
ENSG00000234396	0
SKI	189
ENSG00000287356	2
MORN1	8
ENSG00000272161	0
ENSG00000269896	0
ENSG00000272420	0
RER1	64
PEX10	3
PLCH2	19
ENSG00000224387	0
ENSG00000229393	0
PANK4	7
HES5	4
ENSG00000272449	0
TNFRSF14-AS1	6
TNFRSF14	98
ENSG00000225931	6
ENSG00000228037	15
ENSG00000289610	0
PRXL2B	18
MMEL1	5
MMEL1-AS1	0
TTC34	11
ENSG00000285945	0
ENSG00000283259	0
ENSG00000233234	0
ENSG00000287396	0
ENSG00000231630	0
ENSG00000284745	0
ACTRT2	0
PRDM16-DT	5
PRDM16	14
MIR4251	0
ENSG00000226286	1
ENSG00000279839	2
ENSG00000272235	8
ENSG00000287828	0
ENSG00000286518	18
ARHGEF16	4
ENSG00000272088	0
MEGF6	8
MIR551A	0
ENSG00000238260	0
