Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-3/duplicates_rm/RSQ_066_sorted_q10_rmDup.bam
DDX11L1	12
WASH7P	1
MIR6859-1	1
MIR1302-2HG	2
MIR1302-2	0
FAM138A	0
OR4G4P	1
OR4G11P	1
OR4F5	0
ENSG00000238009	0
ENSG00000239945	0
CICP27	0
ENSG00000268903	0
ENSG00000269981	2
ENSG00000239906	0
ENSG00000241860	1
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	12
WASH9P	10
MIR6859-2	0
ENSG00000228463	1
ENSG00000286448	0
RPL23AP24	0
ENSG00000236601	0
ENSG00000237094	2
WBP1LP7	0
OR4F29	1
CICP7	0
ENSG00000250575	0
U6	1
ENSG00000230021	1
ENSG00000235146	0
MTND1P23	26
MTND2P28	1648
MTCO1P12	127
ENSG00000278791	0
MTCO2P12	15
MTATP8P1	5
MTATP6P1	965
MTCO3P12	17
WBP1LP6	1
OR4F16	0
CICP3	0
ENSG00000228327	1
RNU6-1199P	0
ENSG00000229905	0
LINC01409	3
ENSG00000285268	0
ENSG00000230092	2
FAM87B	0
LINC01128	8
LINC00115	0
ENSG00000288531	0
FAM41C	1
TUBB8P11	1
ENSG00000283040	0
ENSG00000272438	0
ENSG00000230699	1
ENSG00000241180	0
LINC02593	0
SAMD11	3
NOC2L	22
KLHL17	0
PLEKHN1	3
PERM1	5
ENSG00000272512	0
HES4	0
ISG15	6
ENSG00000231702	0
ENSG00000224969	0
AGRN	4
ENSG00000242590	0
ENSG00000217801	3
ENSG00000273443	1
RNF223	0
C1orf159	2
ENSG00000285812	0
LINC01342	0
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	0
TTLL10-AS1	1
TTLL10	3
TNFRSF18	0
TNFRSF4	0
SDF4	13
B3GALT6	6
C1QTNF12	0
ENSG00000260179	0
UBE2J2	2
LINC01786	0
SCNN1D	3
ACAP3	7
MIR6726	0
PUSL1	1
INTS11	20
MIR6727	0
ENSG00000240731	0
CPTP	6
TAS1R3	1
DVL1	6
MIR6808	0
MXRA8	3
AURKAIP1	23
NDUFB4P8	0
CCNL2	10
MRPL20-AS1	6
MRPL20	6
RN7SL657P	0
MRPL20-DT	1
ANKRD65	1
ANKRD65-AS1	0
TMEM88B	4
LINC01770	0
VWA1	2
ATAD3C	2
ATAD3B	1
ENSG00000284740	0
ATAD3A	5
TMEM240	1
SSU72	55
ENSG00000215014	2
ENSG00000274481	0
FNDC10	0
ENSG00000286989	0
ENSG00000272106	0
MIB2	2
MMP23B	0
CDK11B	70
ENSG00000272004	0
SLC35E2B	6
ENSG00000269737	0
MMP23A	0
CDK11A	0
ENSG00000268575	3
ENSG00000227775	2
SLC35E2A	4
NADK	45
GNB1	466
GNB1-DT	1
CALML6	0
TMEM52	0
CFAP74	2
ENSG00000233542	2
GABRD	2
PRKCZ-DT	0
PRKCZ	3
ENSG00000271806	1
PRKCZ-AS1	1
FAAP20	6
ENSG00000234396	0
SKI	34
ENSG00000287356	1
MORN1	11
ENSG00000272161	0
ENSG00000269896	1
ENSG00000272420	0
RER1	7
PEX10	2
PLCH2	6
ENSG00000224387	0
ENSG00000229393	0
PANK4	4
HES5	1
ENSG00000272449	0
TNFRSF14-AS1	2
TNFRSF14	27
ENSG00000225931	1
ENSG00000228037	0
ENSG00000289610	0
PRXL2B	9
MMEL1	1
MMEL1-AS1	0
TTC34	3
ENSG00000285945	0
ENSG00000283259	0
ENSG00000233234	2
ENSG00000287396	1
ENSG00000231630	0
ENSG00000284745	1
ACTRT2	1
PRDM16-DT	1
PRDM16	3
MIR4251	0
ENSG00000226286	0
ENSG00000279839	1
ENSG00000272235	3
ENSG00000287828	0
ENSG00000286518	0
ARHGEF16	1
ENSG00000272088	0
MEGF6	0
MIR551A	0
ENSG00000238260	2
TPRG1L	17
WRAP73	5
TP73	3
TP73-AS3	2
TP73-AS2	0
TP73-AS1	8
ENSG00000276189	0
CCDC27	1
SMIM1	2
LRRC47	10
RN7SL574P	0
ENSG00000272153	0
CEP104	29
DFFB	2
C1orf174	16
LINC01134	6
LINC01346	1
LINC01345	2
LINC02780	2
ENSG00000284703	5
EEF1DP6	0
LINC01777	2
ENSG00000284694	2
ENSG00000227169	0
LINC01646	4
AJAP1	4
ENSG00000287586	2
ENSG00000284739	0
LINC02781	1
LINC02782	0
ENSG00000284616	2
ENSG00000284692	2
ENSG00000284666	0
ENSG00000260972	1
ENSG00000283356	0
ENSG00000236948	0
ENSG00000264341	0
MIR4689	0
NPHP4	6
KCNAB2	38
CHD5	6
ENSG00000285629	0
RPL22	43
RNF207-AS1	0
RNF207	5
ICMT	4
ICMT-DT	2
HES3	1
GPR153	6
ACOT7	15
ENSG00000271746	0
HES2	5
ESPN	6
MIR4252	0
ENSG00000231868	0
TNFRSF25	5
PLEKHG5	6
NOL9	20
RNU6-731P	0
ENSG00000229519	2
TAS1R1	1
ZBTB48	1
KLHL21	4
PHF13	0
THAP3	4
DNAJC11	32
LINC01672	2
ENSG00000284744	2
CAMTA1-DT	0
CAMTA1	84
ENSG00000227950	0
ENSG00000237365	0
RNU1-8P	0
CAMTA1-IT1	0
CAMTA1-AS2	0
CAMTA1-AS1	2
ENSG00000270171	2
ENSG00000270035	1
ENSG00000269978	0
VAMP3	65
ENSG00000269925	2
PER3	15
ENSG00000236266	0
UTS2	0
TNFRSF9	11
ENSG00000270330	0
PARK7	79
Y_RNA	210
ENSG00000284747	0
ENSG00000284716	0
ERRFI1	7
ERRFI1-DT	1
ENSG00000232848	0
ENSG00000229305	0
ENSG00000288816	2
LINC01714	1
RNU1-7P	0
ENSG00000233645	0
RNU6-991P	0
SLC45A1	5
RERE	104
RERE-AS1	0
ENSG00000221083	0
ENSG00000270282	0
RPL7P11	0
RPL7P7	0
ENSG00000226545	1
ENSG00000228423	0
RPL23AP19	3
ENO1	180
MIR6728	0
ENO1-AS1	0
RNU6-304P	0
HMGN2P17	1
ENSG00000232208	0
ENSG00000232663	1
CA6	2
RN7SL451P	0
SLC2A7	0
SLC2A5	3
ENSG00000252404	0
GPR157	12
MIR34AHG	4
MIR34A	0
LNCTAM34A	2
H6PD	10
SPSB1	3
ENSG00000284652	1
LINC02606	0
RNA5SP40	0
ENSG00000235263	1
SLC25A33	1
ENSG00000231181	0
TMEM201	5
PIK3CD	62
PIK3CD-AS1	1
ENSG00000233268	0
PIK3CD-AS2	0
CLSTN1	14
MZT1P1	0
ENSG00000280113	0
CTNNBIP1	19
ENSG00000223989	0
ENSG00000285701	1
LZIC	76
ENSG00000228150	0
NMNAT1	4
RN7SKP269	0
TMEM274P	1
MIR5697	0
ENSG00000241326	0
RBP7	18
UBE4B	49
ENSG00000224340	0
PGAM1P11	0
RNU6-828P	0
KIF1B	69
ENSG00000264881	1
RNU6-37P	0
RN7SL731P	0
ENSG00000284735	0
ENSG00000284642	2
PGD	156
ENSG00000271989	0
CENPS-CORT	0
CENPS	0
CORT	0
DFFA	14
ENSG00000203469	0
PEX14	10
ENSG00000287727	3
RN7SL614P	0
CASZ1	14
ENSG00000272078	5
HSPE1P24	0
C1orf127	2
CFL1P6	0
TARDBP	45
MASP2	1
SRM	20
EXOSC10	15
ENSG00000226849	0
EXOSC10-AS1	0
MTOR	44
MTOR-AS1	0
RNU6-537P	0
ANGPTL7	0
RNU6-291P	0
RPL39P6	1
UBIAD1	9
UBE2V2P3	1
ENSG00000284646	1
MTCYBP45	0
DISP3	3
ENSG00000285833	0
LINC01647	1
ENSG00000284708	4
FBXO2	3
FBXO44	7
FBXO6	1
MAD2L2	18
DRAXIN	0
AGTRAP	7
C1orf167	1
C1orf167-AS1	0
MTHFR	16
CLCN6	8
ENSG00000276470	0
ENSG00000278852	0
NPPA	1
ENSG00000275915	0
NPPB	0
SBF1P2	0
ENSG00000285646	1
RNU5E-1	0
RNU5E-4P	0
KIAA2013	8
PLOD1	7
ENSG00000287384	1
MFN2	61
ENSG00000270914	0
MIIP	3
MIR6729	0
RN7SL649P	0
TNFRSF8	5
RNU6-777P	0
RPL23AP89	0
ENSG00000285604	0
MIR7846	0
TNFRSF1B	25
MIR4632	0
RPL10P17	0
SNORA70	1
VPS13D	73
SNORA59A	0
LINC02766	0
DHRS3	25
RNU6ATAC18P	0
MIR6730	0
ENSG00000288927	0
ENSG00000272482	0
AADACL4	0
ENSG00000226166	0
AADACL3	4
CFAP107	3
PRAMEF12	0
PRAMEF1	2
LINC01784	1
PRAMEF11	1
PRAMEF30P	1
HNRNPCL1	3
PRAMEF2	0
PRAMEF4	0
PRAMEF10	4
PRAMEF7	0
RNU6-1072P	0
PRAMEF29P	0
PRAMEF6	0
PRAMEF28P	1
PRAMEF27	0
HNRNPCL3	0
PRAMEF25	0
PRAMEF34P	0
PRAMEF35P	1
HNRNPCL2	3
PRAMEF36P	0
ENSG00000233336	0
PRAMEF26	0
HNRNPCL4	0
PRAMEF9	0
PRAMEF13	0
PRAMEF18	0
PRAMEF31P	1
