Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-3/duplicates_rm/PP103_sorted_q10_rmDup.bam
DDX11L1	6
WASH7P	1
MIR6859-1	0
MIR1302-2HG	1
MIR1302-2	0
FAM138A	0
OR4G4P	1
OR4G11P	0
OR4F5	0
ENSG00000238009	0
ENSG00000239945	0
CICP27	1
ENSG00000268903	0
ENSG00000269981	0
ENSG00000239906	0
ENSG00000241860	3
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	20
WASH9P	4
MIR6859-2	0
ENSG00000228463	7
ENSG00000286448	2
RPL23AP24	1
ENSG00000236601	0
ENSG00000237094	6
WBP1LP7	2
OR4F29	2
CICP7	0
ENSG00000250575	0
U6	10
ENSG00000230021	1
ENSG00000235146	0
MTND1P23	29
MTND2P28	734
MTCO1P12	144
ENSG00000278791	0
MTCO2P12	21
MTATP8P1	5
MTATP6P1	2094
MTCO3P12	18
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	4
RNU6-1199P	0
ENSG00000229905	0
LINC01409	11
ENSG00000285268	0
ENSG00000230092	48
FAM87B	1
LINC01128	38
LINC00115	3
ENSG00000288531	3
FAM41C	1
TUBB8P11	0
ENSG00000283040	1
ENSG00000272438	0
ENSG00000230699	4
ENSG00000241180	0
LINC02593	0
SAMD11	1
NOC2L	29
KLHL17	3
PLEKHN1	12
PERM1	0
ENSG00000272512	0
HES4	2
ISG15	21
ENSG00000231702	0
ENSG00000224969	0
AGRN	7
ENSG00000242590	0
ENSG00000217801	6
ENSG00000273443	0
RNF223	1
C1orf159	5
ENSG00000285812	0
LINC01342	2
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	2
TTLL10-AS1	0
TTLL10	6
TNFRSF18	5
TNFRSF4	3
SDF4	76
B3GALT6	6
C1QTNF12	1
ENSG00000260179	1
UBE2J2	16
LINC01786	0
SCNN1D	1
ACAP3	16
MIR6726	0
PUSL1	5
INTS11	22
MIR6727	0
ENSG00000240731	0
CPTP	4
TAS1R3	2
DVL1	7
MIR6808	0
MXRA8	2
AURKAIP1	45
NDUFB4P8	0
CCNL2	10
MRPL20-AS1	6
MRPL20	28
RN7SL657P	0
MRPL20-DT	0
ANKRD65	0
ANKRD65-AS1	0
TMEM88B	5
LINC01770	0
VWA1	1
ATAD3C	2
ATAD3B	7
ENSG00000284740	0
ATAD3A	5
TMEM240	1
SSU72	110
ENSG00000215014	4
ENSG00000274481	0
FNDC10	1
ENSG00000286989	3
ENSG00000272106	3
MIB2	16
MMP23B	0
CDK11B	68
ENSG00000272004	0
SLC35E2B	17
ENSG00000269737	0
MMP23A	2
CDK11A	2
ENSG00000268575	4
ENSG00000227775	6
SLC35E2A	2
NADK	49
GNB1	898
GNB1-DT	0
CALML6	0
TMEM52	1
CFAP74	5
ENSG00000233542	1
GABRD	6
PRKCZ-DT	0
PRKCZ	6
ENSG00000271806	1
PRKCZ-AS1	0
