Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-3/duplicates_rm/RSQ_051_sorted_q10_rmDup.bam
DDX11L1	29
WASH7P	4
MIR6859-1	0
MIR1302-2HG	2
MIR1302-2	0
FAM138A	1
OR4G4P	0
OR4G11P	0
OR4F5	1
ENSG00000238009	2
ENSG00000239945	0
CICP27	3
ENSG00000268903	1
ENSG00000269981	0
ENSG00000239906	0
ENSG00000241860	13
RNU6-1100P	0
ENSG00000241599	1
DDX11L17	41
WASH9P	11
MIR6859-2	0
ENSG00000228463	23
ENSG00000286448	4
RPL23AP24	0
ENSG00000236601	0
ENSG00000237094	15
WBP1LP7	1
OR4F29	0
CICP7	0
ENSG00000250575	1
U6	13
ENSG00000230021	11
ENSG00000235146	0
MTND1P23	198
MTND2P28	1539
MTCO1P12	1771
ENSG00000278791	0
MTCO2P12	75
MTATP8P1	28
MTATP6P1	5658
MTCO3P12	66
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	18
RNU6-1199P	0
ENSG00000229905	1
LINC01409	16
ENSG00000285268	0
ENSG00000230092	94
FAM87B	4
LINC01128	56
LINC00115	2
ENSG00000288531	6
FAM41C	4
TUBB8P11	0
ENSG00000283040	2
ENSG00000272438	1
ENSG00000230699	8
ENSG00000241180	0
LINC02593	3
SAMD11	5
NOC2L	98
KLHL17	7
PLEKHN1	11
PERM1	5
ENSG00000272512	3
HES4	6
ISG15	61
ENSG00000231702	0
ENSG00000224969	2
AGRN	30
ENSG00000242590	0
ENSG00000217801	3
ENSG00000273443	0
RNF223	3
C1orf159	19
ENSG00000285812	0
LINC01342	3
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	2
TTLL10-AS1	3
TTLL10	7
TNFRSF18	3
TNFRSF4	1
SDF4	151
B3GALT6	20
C1QTNF12	1
ENSG00000260179	4
UBE2J2	77
LINC01786	0
SCNN1D	5
ACAP3	36
MIR6726	0
PUSL1	4
INTS11	97
MIR6727	0
ENSG00000240731	1
CPTP	22
TAS1R3	5
DVL1	29
MIR6808	0
MXRA8	3
AURKAIP1	165
NDUFB4P8	0
CCNL2	59
MRPL20-AS1	33
MRPL20	120
RN7SL657P	0
MRPL20-DT	7
ANKRD65	4
ANKRD65-AS1	0
TMEM88B	5
LINC01770	1
VWA1	15
ATAD3C	13
ATAD3B	14
ENSG00000284740	1
ATAD3A	30
TMEM240	0
SSU72	420
ENSG00000215014	10
ENSG00000274481	0
FNDC10	8
ENSG00000286989	8
ENSG00000272106	7
MIB2	52
MMP23B	1
CDK11B	218
ENSG00000272004	0
SLC35E2B	76
ENSG00000269737	4
MMP23A	1
CDK11A	5
ENSG00000268575	9
ENSG00000227775	4
SLC35E2A	12
NADK	204
GNB1	2825
GNB1-DT	2
CALML6	3
TMEM52	0
CFAP74	16
ENSG00000233542	2
GABRD	11
PRKCZ-DT	5
PRKCZ	39
ENSG00000271806	3
PRKCZ-AS1	7
FAAP20	70
ENSG00000234396	0
SKI	268
ENSG00000287356	7
MORN1	27
ENSG00000272161	2
ENSG00000269896	5
ENSG00000272420	1
RER1	71
PEX10	13
PLCH2	27
ENSG00000224387	2
ENSG00000229393	0
PANK4	31
HES5	1
ENSG00000272449	10
TNFRSF14-AS1	9
TNFRSF14	189
ENSG00000225931	1
ENSG00000228037	6
ENSG00000289610	1
PRXL2B	36
MMEL1	5
MMEL1-AS1	1
TTC34	16
ENSG00000285945	3
ENSG00000283259	3
ENSG00000233234	6
ENSG00000287396	2
ENSG00000231630	2
ENSG00000284745	3
ACTRT2	4
PRDM16-DT	6
PRDM16	29
MIR4251	1
ENSG00000226286	0
ENSG00000279839	8
ENSG00000272235	2
ENSG00000287828	0
ENSG00000286518	3
ARHGEF16	9
ENSG00000272088	1
MEGF6	27
MIR551A	2
ENSG00000238260	8
TPRG1L	150
WRAP73	42
TP73	15
TP73-AS3	3
TP73-AS2	0
TP73-AS1	34
ENSG00000276189	0
CCDC27	13
SMIM1	11
LRRC47	93
RN7SL574P	0
ENSG00000272153	1
CEP104	174
DFFB	31
C1orf174	152
LINC01134	12
LINC01346	6
LINC01345	2
LINC02780	10
ENSG00000284703	10
EEF1DP6	1
LINC01777	9
ENSG00000284694	9
ENSG00000227169	0
LINC01646	11
AJAP1	37
ENSG00000287586	6
ENSG00000284739	8
LINC02781	11
LINC02782	4
ENSG00000284616	9
ENSG00000284692	3
ENSG00000284666	1
ENSG00000260972	7
ENSG00000283356	1
ENSG00000236948	6
ENSG00000264341	0
MIR4689	0
NPHP4	35
KCNAB2	333
CHD5	29
ENSG00000285629	0
RPL22	219
RNF207-AS1	0
RNF207	10
ICMT	39
ICMT-DT	11
HES3	1
GPR153	15
ACOT7	92
ENSG00000271746	3
HES2	17
ESPN	17
MIR4252	0
ENSG00000231868	0
TNFRSF25	14
PLEKHG5	22
NOL9	145
RNU6-731P	0
ENSG00000229519	0
TAS1R1	4
ZBTB48	29
KLHL21	34
PHF13	26
THAP3	21
DNAJC11	125
LINC01672	13
ENSG00000284744	3
CAMTA1-DT	1
CAMTA1	894
ENSG00000227950	1
ENSG00000237365	1
RNU1-8P	1
CAMTA1-IT1	3
CAMTA1-AS2	2
CAMTA1-AS1	1
ENSG00000270171	5
ENSG00000270035	1
ENSG00000269978	1
VAMP3	855
ENSG00000269925	2
PER3	62
ENSG00000236266	0
UTS2	11
TNFRSF9	9
ENSG00000270330	0
PARK7	629
Y_RNA	2188
ENSG00000284747	8
ENSG00000284716	0
ERRFI1	21
ERRFI1-DT	18
ENSG00000232848	3
ENSG00000229305	1
ENSG00000288816	8
LINC01714	6
RNU1-7P	0
ENSG00000233645	0
RNU6-991P	0
SLC45A1	7
RERE	678
RERE-AS1	3
ENSG00000221083	2
ENSG00000270282	1
RPL7P11	2
RPL7P7	4
ENSG00000226545	5
ENSG00000228423	0
RPL23AP19	1
ENO1	1194
MIR6728	0
ENO1-AS1	0
RNU6-304P	0
HMGN2P17	4
ENSG00000232208	3
ENSG00000232663	0
CA6	11
RN7SL451P	2
SLC2A7	11
SLC2A5	37
ENSG00000252404	0
GPR157	15
MIR34AHG	21
MIR34A	0
LNCTAM34A	11
H6PD	51
SPSB1	42
ENSG00000284652	6
LINC02606	11
RNA5SP40	2
ENSG00000235263	2
SLC25A33	29
ENSG00000231181	3
TMEM201	15
PIK3CD	454
PIK3CD-AS1	6
ENSG00000233268	2
PIK3CD-AS2	0
CLSTN1	95
MZT1P1	0
ENSG00000280113	4
CTNNBIP1	162
ENSG00000223989	0
ENSG00000285701	1
LZIC	745
ENSG00000228150	2
NMNAT1	46
RN7SKP269	2
TMEM274P	2
MIR5697	0
ENSG00000241326	0
RBP7	107
UBE4B	319
ENSG00000224340	1
PGAM1P11	2
RNU6-828P	0
KIF1B	318
ENSG00000264881	2
RNU6-37P	1
RN7SL731P	0
ENSG00000284735	5
ENSG00000284642	4
PGD	814
ENSG00000271989	0
CENPS-CORT	0
CENPS	2
CORT	1
DFFA	83
ENSG00000203469	0
PEX14	29
ENSG00000287727	5
RN7SL614P	3
CASZ1	35
ENSG00000272078	13
HSPE1P24	1
C1orf127	7
CFL1P6	1
TARDBP	375
MASP2	8
SRM	93
EXOSC10	180
ENSG00000226849	1
EXOSC10-AS1	5
MTOR	207
MTOR-AS1	2
RNU6-537P	1
ANGPTL7	9
RNU6-291P	0
RPL39P6	1
UBIAD1	48
UBE2V2P3	3
ENSG00000284646	0
MTCYBP45	0
DISP3	9
ENSG00000285833	0
LINC01647	14
ENSG00000284708	3
FBXO2	16
FBXO44	19
FBXO6	33
MAD2L2	58
DRAXIN	14
AGTRAP	27
C1orf167	2
C1orf167-AS1	0
MTHFR	94
CLCN6	44
ENSG00000276470	0
ENSG00000278852	0
NPPA	6
ENSG00000275915	0
NPPB	0
SBF1P2	6
ENSG00000285646	2
RNU5E-1	0
RNU5E-4P	1
KIAA2013	40
PLOD1	39
ENSG00000287384	4
MFN2	850
ENSG00000270914	0
MIIP	36
MIR6729	0
RN7SL649P	0
TNFRSF8	33
RNU6-777P	0
RPL23AP89	0
ENSG00000285604	4
MIR7846	0
TNFRSF1B	85
MIR4632	0
RPL10P17	0
SNORA70	9
VPS13D	419
SNORA59A	0
LINC02766	9
DHRS3	134
RNU6ATAC18P	0
MIR6730	0
ENSG00000288927	8
ENSG00000272482	10
AADACL4	6
ENSG00000226166	0
AADACL3	15
CFAP107	11
PRAMEF12	4
PRAMEF1	6
LINC01784	1
PRAMEF11	3
PRAMEF30P	5
HNRNPCL1	2
PRAMEF2	7
PRAMEF4	7
PRAMEF10	10
PRAMEF7	2
RNU6-1072P	0
PRAMEF29P	1
PRAMEF6	2
PRAMEF28P	2
PRAMEF27	3
HNRNPCL3	1
PRAMEF25	0
PRAMEF34P	0
PRAMEF35P	2
HNRNPCL2	6
PRAMEF36P	0
ENSG00000233336	0
PRAMEF26	0
HNRNPCL4	1
PRAMEF9	2
PRAMEF13	0
PRAMEF18	4
PRAMEF31P	3
PRAMEF5	0
PRAMEF32P	0
RNU6-771P	0
PRAMEF8	0
PRAMEF33	3
PRAMEF15	4
ENSG00000228229	1
PRAMEF14	11
PRAMEF19	8
PRAMEF17	4
PRAMEF20	7
LRRC38	4
ENSG00000259961	0
BRWD1P1	2
PDPN	8
RNA5SP41	0
ENSG00000237445	1
ENSG00000253085	0
PRDM2	808
