Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-3/duplicates_rm/PP091_sorted_q10_rmDup.bam
DDX11L1	1
WASH7P	0
MIR6859-1	0
MIR1302-2HG	0
MIR1302-2	0
FAM138A	0
OR4G4P	0
OR4G11P	0
OR4F5	0
ENSG00000238009	0
ENSG00000239945	0
CICP27	0
ENSG00000268903	0
ENSG00000269981	1
ENSG00000239906	0
ENSG00000241860	0
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	3
WASH9P	0
MIR6859-2	0
ENSG00000228463	2
ENSG00000286448	0
RPL23AP24	0
ENSG00000236601	0
ENSG00000237094	1
WBP1LP7	0
OR4F29	0
CICP7	0
ENSG00000250575	0
U6	3
ENSG00000230021	1
ENSG00000235146	0
MTND1P23	9
MTND2P28	157
MTCO1P12	71
ENSG00000278791	0
MTCO2P12	4
MTATP8P1	1
MTATP6P1	545
MTCO3P12	6
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	0
RNU6-1199P	0
ENSG00000229905	0
LINC01409	0
ENSG00000285268	0
ENSG00000230092	20
FAM87B	1
LINC01128	12
LINC00115	1
ENSG00000288531	2
FAM41C	1
TUBB8P11	0
ENSG00000283040	0
ENSG00000272438	1
ENSG00000230699	2
ENSG00000241180	0
LINC02593	0
SAMD11	1
NOC2L	22
KLHL17	0
PLEKHN1	4
PERM1	0
ENSG00000272512	0
HES4	2
ISG15	15
ENSG00000231702	0
ENSG00000224969	0
AGRN	1
ENSG00000242590	0
ENSG00000217801	0
ENSG00000273443	0
RNF223	0
C1orf159	0
ENSG00000285812	1
LINC01342	0
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	0
TTLL10-AS1	0
TTLL10	1
TNFRSF18	0
TNFRSF4	0
SDF4	43
B3GALT6	2
C1QTNF12	0
ENSG00000260179	0
UBE2J2	21
LINC01786	0
SCNN1D	0
ACAP3	7
MIR6726	0
PUSL1	2
INTS11	21
MIR6727	0
ENSG00000240731	0
CPTP	3
TAS1R3	0
DVL1	3
MIR6808	0
MXRA8	0
AURKAIP1	27
NDUFB4P8	0
CCNL2	2
MRPL20-AS1	2
MRPL20	24
RN7SL657P	0
MRPL20-DT	0
ANKRD65	0
ANKRD65-AS1	0
TMEM88B	1
LINC01770	0
VWA1	2
ATAD3C	2
ATAD3B	2
ENSG00000284740	0
ATAD3A	3
TMEM240	0
SSU72	78
ENSG00000215014	0
ENSG00000274481	0
FNDC10	4
ENSG00000286989	0
ENSG00000272106	2
MIB2	5
MMP23B	0
CDK11B	66
ENSG00000272004	0
SLC35E2B	6
ENSG00000269737	0
MMP23A	0
CDK11A	2
ENSG00000268575	0
ENSG00000227775	3
SLC35E2A	1
NADK	48
GNB1	391
GNB1-DT	1
CALML6	0
TMEM52	0
CFAP74	2
ENSG00000233542	0
GABRD	1
PRKCZ-DT	0
PRKCZ	3
ENSG00000271806	0
PRKCZ-AS1	0
FAAP20	25
ENSG00000234396	0
SKI	39
ENSG00000287356	1
MORN1	3
ENSG00000272161	0
ENSG00000269896	0
ENSG00000272420	0
RER1	2
PEX10	2
PLCH2	3
ENSG00000224387	0
ENSG00000229393	0
PANK4	9
HES5	0
ENSG00000272449	2
TNFRSF14-AS1	0
TNFRSF14	44
ENSG00000225931	1
ENSG00000228037	1
ENSG00000289610	0
PRXL2B	3
MMEL1	1
MMEL1-AS1	0
TTC34	2
ENSG00000285945	0
ENSG00000283259	0
ENSG00000233234	0
ENSG00000287396	0
ENSG00000231630	0
ENSG00000284745	0
ACTRT2	0
