Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-3/duplicates_rm/RSQ_055_sorted_q10_rmDup.bam
DDX11L1	0
WASH7P	4
MIR6859-1	0
MIR1302-2HG	0
MIR1302-2	0
FAM138A	0
OR4G4P	0
OR4G11P	0
OR4F5	0
ENSG00000238009	0
ENSG00000239945	0
CICP27	0
ENSG00000268903	2
ENSG00000269981	0
ENSG00000239906	1
ENSG00000241860	1
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	14
WASH9P	7
MIR6859-2	0
ENSG00000228463	10
ENSG00000286448	0
RPL23AP24	0
ENSG00000236601	0
ENSG00000237094	19
WBP1LP7	0
OR4F29	0
CICP7	1
ENSG00000250575	0
U6	1
ENSG00000230021	1
ENSG00000235146	0
MTND1P23	106
MTND2P28	1330
MTCO1P12	580
ENSG00000278791	0
MTCO2P12	33
MTATP8P1	13
MTATP6P1	3785
MTCO3P12	41
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	2
RNU6-1199P	0
ENSG00000229905	0
LINC01409	1
ENSG00000285268	0
ENSG00000230092	69
FAM87B	0
LINC01128	46
LINC00115	0
ENSG00000288531	2
FAM41C	0
TUBB8P11	0
ENSG00000283040	0
ENSG00000272438	0
ENSG00000230699	0
ENSG00000241180	0
LINC02593	0
SAMD11	1
NOC2L	92
KLHL17	1
PLEKHN1	4
PERM1	1
ENSG00000272512	0
HES4	9
ISG15	55
ENSG00000231702	0
ENSG00000224969	0
AGRN	3
ENSG00000242590	0
ENSG00000217801	3
ENSG00000273443	0
RNF223	0
C1orf159	2
ENSG00000285812	0
LINC01342	0
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	0
TTLL10-AS1	0
TTLL10	0
TNFRSF18	2
TNFRSF4	10
SDF4	107
B3GALT6	21
C1QTNF12	1
ENSG00000260179	0
UBE2J2	93
LINC01786	0
SCNN1D	0
ACAP3	32
MIR6726	0
PUSL1	9
INTS11	89
MIR6727	0
ENSG00000240731	0
CPTP	31
TAS1R3	1
DVL1	30
MIR6808	0
MXRA8	5
AURKAIP1	176
NDUFB4P8	0
CCNL2	44
MRPL20-AS1	18
MRPL20	93
RN7SL657P	0
MRPL20-DT	1
ANKRD65	5
ANKRD65-AS1	0
TMEM88B	0
LINC01770	0
VWA1	4
ATAD3C	1
ATAD3B	15
ENSG00000284740	0
ATAD3A	29
TMEM240	0
SSU72	348
ENSG00000215014	0
ENSG00000274481	0
FNDC10	7
ENSG00000286989	2
ENSG00000272106	0
MIB2	35
MMP23B	0
CDK11B	250
ENSG00000272004	0
SLC35E2B	69
ENSG00000269737	0
MMP23A	2
CDK11A	5
ENSG00000268575	6
ENSG00000227775	2
SLC35E2A	2
NADK	347
GNB1	2109
GNB1-DT	0
CALML6	0
TMEM52	0
CFAP74	2
ENSG00000233542	1
GABRD	1
PRKCZ-DT	0
PRKCZ	20
ENSG00000271806	0
PRKCZ-AS1	0
FAAP20	56
ENSG00000234396	0
SKI	265
ENSG00000287356	0
MORN1	5
ENSG00000272161	0
ENSG00000269896	2
ENSG00000272420	0
RER1	47
PEX10	11
PLCH2	4
ENSG00000224387	0
ENSG00000229393	0
PANK4	26
HES5	0
ENSG00000272449	12
TNFRSF14-AS1	9
TNFRSF14	174
ENSG00000225931	1
ENSG00000228037	1
ENSG00000289610	0
PRXL2B	29
MMEL1	3
MMEL1-AS1	0
TTC34	0
ENSG00000285945	0
ENSG00000283259	0
ENSG00000233234	0
ENSG00000287396	0
ENSG00000231630	0
ENSG00000284745	0
ACTRT2	0
PRDM16-DT	3
PRDM16	2
MIR4251	0
ENSG00000226286	0
ENSG00000279839	0
ENSG00000272235	0
ENSG00000287828	0
ENSG00000286518	0
