Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-3/duplicates_rm/RSQ_049_sorted_q10_rmDup.bam
DDX11L1	34
WASH7P	5
MIR6859-1	0
MIR1302-2HG	0
MIR1302-2	0
FAM138A	0
OR4G4P	0
OR4G11P	0
OR4F5	0
ENSG00000238009	0
ENSG00000239945	0
CICP27	0
ENSG00000268903	0
ENSG00000269981	0
ENSG00000239906	0
ENSG00000241860	6
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	11
WASH9P	13
MIR6859-2	0
ENSG00000228463	0
ENSG00000286448	0
RPL23AP24	1
ENSG00000236601	0
ENSG00000237094	12
WBP1LP7	0
OR4F29	0
CICP7	0
ENSG00000250575	0
U6	1
ENSG00000230021	1
ENSG00000235146	0
MTND1P23	128
MTND2P28	1022
MTCO1P12	794
ENSG00000278791	0
MTCO2P12	42
MTATP8P1	6
MTATP6P1	3745
MTCO3P12	41
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	8
RNU6-1199P	0
ENSG00000229905	0
LINC01409	1
ENSG00000285268	0
ENSG00000230092	87
FAM87B	2
LINC01128	38
LINC00115	0
ENSG00000288531	3
FAM41C	0
TUBB8P11	0
ENSG00000283040	0
ENSG00000272438	0
ENSG00000230699	0
ENSG00000241180	0
LINC02593	1
SAMD11	2
NOC2L	123
KLHL17	1
PLEKHN1	2
PERM1	1
ENSG00000272512	0
HES4	7
ISG15	62
ENSG00000231702	0
ENSG00000224969	0
AGRN	3
ENSG00000242590	0
ENSG00000217801	0
ENSG00000273443	0
RNF223	1
C1orf159	2
ENSG00000285812	0
LINC01342	0
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	0
TTLL10-AS1	0
TTLL10	0
TNFRSF18	0
TNFRSF4	3
SDF4	173
B3GALT6	17
C1QTNF12	0
ENSG00000260179	0
UBE2J2	99
LINC01786	0
SCNN1D	2
ACAP3	25
MIR6726	0
PUSL1	11
INTS11	113
MIR6727	0
ENSG00000240731	0
CPTP	20
TAS1R3	0
DVL1	30
MIR6808	0
MXRA8	1
AURKAIP1	188
NDUFB4P8	0
CCNL2	49
MRPL20-AS1	18
MRPL20	145
RN7SL657P	0
MRPL20-DT	0
ANKRD65	1
ANKRD65-AS1	0
TMEM88B	0
LINC01770	0
VWA1	4
ATAD3C	4
ATAD3B	11
ENSG00000284740	0
ATAD3A	39
TMEM240	0
SSU72	465
ENSG00000215014	2
ENSG00000274481	0
FNDC10	5
ENSG00000286989	5
ENSG00000272106	9
MIB2	37
MMP23B	0
CDK11B	362
ENSG00000272004	0
SLC35E2B	95
ENSG00000269737	1
MMP23A	1
CDK11A	9
ENSG00000268575	12
ENSG00000227775	10
SLC35E2A	5
NADK	219
GNB1	2350
GNB1-DT	2
CALML6	0
TMEM52	0
CFAP74	3
ENSG00000233542	0
GABRD	0
PRKCZ-DT	0
PRKCZ	29
ENSG00000271806	0
PRKCZ-AS1	0
FAAP20	58
ENSG00000234396	0
SKI	251
ENSG00000287356	0
MORN1	14
ENSG00000272161	0
ENSG00000269896	1
ENSG00000272420	0
RER1	64
PEX10	10
PLCH2	6
