Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-1/duplicates_rm/PP031_sorted_q10_rmDup.bam
DDX11L1	7
WASH7P	0
MIR6859-1	0
MIR1302-2HG	0
MIR1302-2	0
FAM138A	0
OR4G4P	0
OR4G11P	0
OR4F5	0
ENSG00000238009	0
ENSG00000239945	0
CICP27	0
ENSG00000268903	1
ENSG00000269981	0
ENSG00000239906	0
ENSG00000241860	5
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	8
WASH9P	3
MIR6859-2	0
ENSG00000228463	1
ENSG00000286448	0
RPL23AP24	0
ENSG00000236601	0
ENSG00000237094	6
WBP1LP7	0
OR4F29	0
CICP7	0
ENSG00000250575	0
U6	19
ENSG00000230021	1
ENSG00000235146	0
MTND1P23	15
MTND2P28	1972
MTCO1P12	114
ENSG00000278791	0
MTCO2P12	18
MTATP8P1	3
MTATP6P1	1470
MTCO3P12	16
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	9
RNU6-1199P	0
ENSG00000229905	0
LINC01409	9
ENSG00000285268	0
ENSG00000230092	53
FAM87B	2
LINC01128	14
LINC00115	3
ENSG00000288531	2
FAM41C	1
TUBB8P11	0
ENSG00000283040	1
ENSG00000272438	1
ENSG00000230699	11
ENSG00000241180	0
LINC02593	1
SAMD11	9
NOC2L	30
KLHL17	6
PLEKHN1	9
PERM1	2
ENSG00000272512	0
HES4	2
ISG15	28
ENSG00000231702	0
ENSG00000224969	0
AGRN	14
ENSG00000242590	0
ENSG00000217801	1
ENSG00000273443	0
RNF223	3
C1orf159	7
ENSG00000285812	2
LINC01342	1
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	0
TTLL10-AS1	1
TTLL10	2
TNFRSF18	2
TNFRSF4	3
SDF4	53
B3GALT6	9
C1QTNF12	1
ENSG00000260179	0
UBE2J2	34
LINC01786	0
SCNN1D	4
ACAP3	34
MIR6726	0
PUSL1	5
INTS11	45
MIR6727	0
ENSG00000240731	0
CPTP	5
TAS1R3	6
DVL1	28
MIR6808	0
MXRA8	11
AURKAIP1	44
NDUFB4P8	0
CCNL2	78
MRPL20-AS1	12
MRPL20	33
RN7SL657P	0
