Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-1/duplicates_rm/PP032_sorted_q10_rmDup.bam
DDX11L1	9
WASH7P	1
MIR6859-1	0
MIR1302-2HG	0
MIR1302-2	0
FAM138A	0
OR4G4P	0
OR4G11P	0
OR4F5	0
ENSG00000238009	0
ENSG00000239945	0
CICP27	1
ENSG00000268903	0
ENSG00000269981	0
ENSG00000239906	0
ENSG00000241860	2
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	8
WASH9P	0
MIR6859-2	0
ENSG00000228463	2
ENSG00000286448	0
RPL23AP24	0
ENSG00000236601	0
ENSG00000237094	2
WBP1LP7	0
OR4F29	0
CICP7	2
ENSG00000250575	0
U6	4
ENSG00000230021	0
ENSG00000235146	0
MTND1P23	34
MTND2P28	986
MTCO1P12	177
ENSG00000278791	0
MTCO2P12	35
MTATP8P1	6
MTATP6P1	2487
MTCO3P12	24
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	0
RNU6-1199P	0
ENSG00000229905	0
LINC01409	0
ENSG00000285268	0
ENSG00000230092	24
FAM87B	0
LINC01128	3
LINC00115	0
ENSG00000288531	0
FAM41C	0
TUBB8P11	0
ENSG00000283040	0
ENSG00000272438	1
ENSG00000230699	9
ENSG00000241180	1
LINC02593	0
SAMD11	7
NOC2L	13
KLHL17	3
PLEKHN1	1
PERM1	1
ENSG00000272512	1
HES4	5
ISG15	4
ENSG00000231702	1
ENSG00000224969	0
AGRN	7
ENSG00000242590	0
ENSG00000217801	2
ENSG00000273443	0
RNF223	0
C1orf159	3
ENSG00000285812	1
LINC01342	1
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	0
TTLL10-AS1	0
TTLL10	0
TNFRSF18	3
TNFRSF4	2
SDF4	33
B3GALT6	3
C1QTNF12	0
ENSG00000260179	0
UBE2J2	15
LINC01786	0
SCNN1D	0
ACAP3	4
MIR6726	1
PUSL1	3
INTS11	15
MIR6727	0
ENSG00000240731	0
CPTP	3
TAS1R3	0
DVL1	8
MIR6808	0
MXRA8	2
AURKAIP1	12
NDUFB4P8	0
CCNL2	10
MRPL20-AS1	1
MRPL20	11
RN7SL657P	0
MRPL20-DT	1
ANKRD65	1
ANKRD65-AS1	0
TMEM88B	1
LINC01770	0
VWA1	5
ATAD3C	6
ATAD3B	2
ENSG00000284740	0
ATAD3A	8
TMEM240	5
SSU72	67
ENSG00000215014	0
ENSG00000274481	0
FNDC10	2
ENSG00000286989	0
ENSG00000272106	3
MIB2	10
MMP23B	1
CDK11B	34
ENSG00000272004	0
SLC35E2B	15
ENSG00000269737	0
MMP23A	0
CDK11A	2
ENSG00000268575	2
ENSG00000227775	0
SLC35E2A	1
NADK	18
GNB1	551
GNB1-DT	5
CALML6	0
TMEM52	0
CFAP74	6
ENSG00000233542	0
GABRD	4
PRKCZ-DT	0
PRKCZ	8
ENSG00000271806	1
PRKCZ-AS1	0
FAAP20	6
ENSG00000234396	0
SKI	63
ENSG00000287356	1
MORN1	1
ENSG00000272161	0
ENSG00000269896	0
ENSG00000272420	0
RER1	8
PEX10	5
PLCH2	7
ENSG00000224387	0
ENSG00000229393	0
PANK4	6
HES5	0
ENSG00000272449	3
TNFRSF14-AS1	1
TNFRSF14	17
ENSG00000225931	1
ENSG00000228037	2
ENSG00000289610	0
PRXL2B	8
MMEL1	2
MMEL1-AS1	0
TTC34	1
ENSG00000285945	0
ENSG00000283259	0
ENSG00000233234	0
ENSG00000287396	0
ENSG00000231630	0
ENSG00000284745	1
ACTRT2	0
PRDM16-DT	3
PRDM16	7
MIR4251	0
ENSG00000226286	0
ENSG00000279839	1
ENSG00000272235	4
ENSG00000287828	0
ENSG00000286518	2
ARHGEF16	1
ENSG00000272088	0
MEGF6	2
MIR551A	0
ENSG00000238260	0
TPRG1L	24
WRAP73	6
TP73	3
TP73-AS3	0
TP73-AS2	0
TP73-AS1	4
ENSG00000276189	0
CCDC27	0
SMIM1	0
LRRC47	12
RN7SL574P	0
ENSG00000272153	0
CEP104	28
DFFB	2
C1orf174	19
LINC01134	3
LINC01346	0
LINC01345	1
LINC02780	1
ENSG00000284703	0
EEF1DP6	0
LINC01777	1
ENSG00000284694	1
ENSG00000227169	1
LINC01646	4
AJAP1	2
ENSG00000287586	1
ENSG00000284739	2
LINC02781	0
LINC02782	0
ENSG00000284616	1
ENSG00000284692	2
ENSG00000284666	0
ENSG00000260972	1
ENSG00000283356	0
ENSG00000236948	2
ENSG00000264341	0
MIR4689	0
NPHP4	9
KCNAB2	33
CHD5	2
ENSG00000285629	0
RPL22	195
RNF207-AS1	0
RNF207	3
ICMT	10
ICMT-DT	1
HES3	0
GPR153	4
ACOT7	17
ENSG00000271746	1
HES2	1
ESPN	14
MIR4252	0
ENSG00000231868	1
TNFRSF25	2
PLEKHG5	6
NOL9	11
RNU6-731P	0
ENSG00000229519	0
TAS1R1	0
ZBTB48	6
KLHL21	5
PHF13	9
THAP3	0
DNAJC11	11
LINC01672	0
ENSG00000284744	0
CAMTA1-DT	1
CAMTA1	152
ENSG00000227950	0
ENSG00000237365	0
RNU1-8P	3
CAMTA1-IT1	0
CAMTA1-AS2	0
CAMTA1-AS1	0
ENSG00000270171	2
ENSG00000270035	0
ENSG00000269978	0
VAMP3	213
ENSG00000269925	0
PER3	23
ENSG00000236266	0
UTS2	0
TNFRSF9	3
ENSG00000270330	0
PARK7	142
Y_RNA	2065
ENSG00000284747	0
ENSG00000284716	0
ERRFI1	1
ERRFI1-DT	2
ENSG00000232848	1
ENSG00000229305	0
ENSG00000288816	0
LINC01714	0
RNU1-7P	4
ENSG00000233645	1
RNU6-991P	0
SLC45A1	1
RERE	106
RERE-AS1	0
ENSG00000221083	0
ENSG00000270282	0
RPL7P11	0
RPL7P7	0
ENSG00000226545	0
ENSG00000228423	0
RPL23AP19	0
ENO1	217
MIR6728	0
