Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-1/duplicates_rm/PP010_sorted_q10_rmDup.bam
DDX11L1	6
WASH7P	0
MIR6859-1	0
MIR1302-2HG	0
MIR1302-2	0
FAM138A	0
OR4G4P	0
OR4G11P	0
OR4F5	0
ENSG00000238009	0
ENSG00000239945	0
CICP27	0
ENSG00000268903	0
ENSG00000269981	0
ENSG00000239906	0
ENSG00000241860	1
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	3
WASH9P	1
MIR6859-2	0
ENSG00000228463	0
ENSG00000286448	1
RPL23AP24	0
ENSG00000236601	0
ENSG00000237094	1
WBP1LP7	0
OR4F29	0
CICP7	0
ENSG00000250575	0
U6	7
ENSG00000230021	0
ENSG00000235146	0
MTND1P23	10
MTND2P28	365
MTCO1P12	44
ENSG00000278791	0
MTCO2P12	6
MTATP8P1	0
MTATP6P1	877
MTCO3P12	7
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	0
RNU6-1199P	0
ENSG00000229905	0
LINC01409	1
ENSG00000285268	0
ENSG00000230092	39
FAM87B	1
LINC01128	11
LINC00115	0
ENSG00000288531	2
FAM41C	0
TUBB8P11	1
ENSG00000283040	0
ENSG00000272438	4
ENSG00000230699	8
ENSG00000241180	0
LINC02593	0
SAMD11	10
NOC2L	9
KLHL17	4
PLEKHN1	4
PERM1	0
ENSG00000272512	0
HES4	1
ISG15	9
ENSG00000231702	1
ENSG00000224969	0
AGRN	10
ENSG00000242590	0
ENSG00000217801	1
ENSG00000273443	0
RNF223	7
C1orf159	1
ENSG00000285812	0
LINC01342	0
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	0
TTLL10-AS1	4
TTLL10	3
TNFRSF18	2
TNFRSF4	0
SDF4	33
B3GALT6	0
C1QTNF12	3
ENSG00000260179	0
UBE2J2	19
LINC01786	0
SCNN1D	0
ACAP3	7
MIR6726	0
PUSL1	2
INTS11	19
MIR6727	0
ENSG00000240731	0
CPTP	4
TAS1R3	1
DVL1	17
MIR6808	0
MXRA8	9
AURKAIP1	17
NDUFB4P8	0
CCNL2	13
MRPL20-AS1	4
MRPL20	23
RN7SL657P	0
MRPL20-DT	0
ANKRD65	2
ANKRD65-AS1	0
TMEM88B	0
LINC01770	0
VWA1	3
ATAD3C	2
ATAD3B	1
ENSG00000284740	1
ATAD3A	7
TMEM240	2
SSU72	54
ENSG00000215014	1
ENSG00000274481	0
FNDC10	8
ENSG00000286989	0
ENSG00000272106	0
MIB2	7
MMP23B	0
CDK11B	37
ENSG00000272004	0
SLC35E2B	7
ENSG00000269737	0
MMP23A	0
CDK11A	1
ENSG00000268575	1
ENSG00000227775	1
SLC35E2A	2
NADK	35
GNB1	355
GNB1-DT	5
CALML6	0
TMEM52	1
CFAP74	4
ENSG00000233542	0
GABRD	2
PRKCZ-DT	1
PRKCZ	4
ENSG00000271806	6
PRKCZ-AS1	3
FAAP20	5
ENSG00000234396	0
SKI	41
ENSG00000287356	5
MORN1	6
ENSG00000272161	0
ENSG00000269896	0
ENSG00000272420	0
RER1	12
PEX10	3
PLCH2	0
ENSG00000224387	0
ENSG00000229393	0
PANK4	7
HES5	1
ENSG00000272449	5
TNFRSF14-AS1	1
TNFRSF14	24
ENSG00000225931	3
ENSG00000228037	0
ENSG00000289610	1
PRXL2B	4
MMEL1	2
MMEL1-AS1	0
TTC34	8
ENSG00000285945	0
ENSG00000283259	0
ENSG00000233234	0
ENSG00000287396	0
ENSG00000231630	0
ENSG00000284745	0
ACTRT2	0
PRDM16-DT	11
PRDM16	4
MIR4251	0
ENSG00000226286	0
ENSG00000279839	1
ENSG00000272235	4
ENSG00000287828	0
ENSG00000286518	3
ARHGEF16	1
ENSG00000272088	0
MEGF6	3
MIR551A	0
ENSG00000238260	1
TPRG1L	16
WRAP73	6
TP73	2
TP73-AS3	0
TP73-AS2	0
TP73-AS1	4
ENSG00000276189	0
CCDC27	0
