Geneid	/mnt/efs/clusterfcs/data/tfm-esther/results/procesado-1/duplicates_rm/PP004_sorted_q10_rmDup.bam
DDX11L1	1
WASH7P	0
MIR6859-1	0
MIR1302-2HG	2
MIR1302-2	0
FAM138A	0
OR4G4P	0
OR4G11P	0
OR4F5	0
ENSG00000238009	0
ENSG00000239945	0
CICP27	0
ENSG00000268903	0
ENSG00000269981	1
ENSG00000239906	0
ENSG00000241860	0
RNU6-1100P	0
ENSG00000241599	0
DDX11L17	3
WASH9P	1
MIR6859-2	0
ENSG00000228463	0
ENSG00000286448	0
RPL23AP24	0
ENSG00000236601	0
ENSG00000237094	1
WBP1LP7	0
OR4F29	0
CICP7	2
ENSG00000250575	0
U6	3
ENSG00000230021	0
ENSG00000235146	0
MTND1P23	16
MTND2P28	480
MTCO1P12	62
ENSG00000278791	0
MTCO2P12	14
MTATP8P1	2
MTATP6P1	1021
MTCO3P12	11
WBP1LP6	0
OR4F16	0
CICP3	0
ENSG00000228327	0
RNU6-1199P	0
ENSG00000229905	0
LINC01409	1
ENSG00000285268	0
ENSG00000230092	18
FAM87B	0
LINC01128	1
LINC00115	1
ENSG00000288531	1
FAM41C	0
TUBB8P11	0
ENSG00000283040	0
ENSG00000272438	3
ENSG00000230699	7
ENSG00000241180	0
LINC02593	0
SAMD11	3
NOC2L	13
KLHL17	1
PLEKHN1	0
PERM1	1
ENSG00000272512	1
HES4	1
ISG15	10
ENSG00000231702	0
ENSG00000224969	0
AGRN	3
ENSG00000242590	0
ENSG00000217801	0
ENSG00000273443	0
RNF223	0
C1orf159	2
ENSG00000285812	0
LINC01342	4
MIR200B	0
MIR200A	0
MIR429	0
ENSG00000272141	0
TTLL10-AS1	0
TTLL10	0
TNFRSF18	2
TNFRSF4	1
SDF4	22
B3GALT6	3
C1QTNF12	1
ENSG00000260179	1
UBE2J2	18
LINC01786	0
SCNN1D	0
ACAP3	7
MIR6726	0
PUSL1	5
INTS11	13
MIR6727	0
ENSG00000240731	0
CPTP	5
TAS1R3	0
DVL1	3
MIR6808	0
MXRA8	5
AURKAIP1	20
NDUFB4P8	0
CCNL2	7
MRPL20-AS1	2
MRPL20	14
RN7SL657P	0
MRPL20-DT	0
ANKRD65	1
ANKRD65-AS1	0
TMEM88B	0
LINC01770	0
VWA1	4
ATAD3C	7
ATAD3B	1
ENSG00000284740	0
ATAD3A	4
TMEM240	4
SSU72	55
ENSG00000215014	0
ENSG00000274481	0
FNDC10	4
ENSG00000286989	2
ENSG00000272106	0
MIB2	5
MMP23B	0
CDK11B	33
ENSG00000272004	0
SLC35E2B	5
ENSG00000269737	0
MMP23A	0
CDK11A	0
ENSG00000268575	0
ENSG00000227775	0
SLC35E2A	1
NADK	39
GNB1	370
GNB1-DT	4
CALML6	0
TMEM52	0
CFAP74	5
ENSG00000233542	0
GABRD	3
PRKCZ-DT	1
PRKCZ	4
ENSG00000271806	3
PRKCZ-AS1	0
FAAP20	8
ENSG00000234396	0
SKI	36
ENSG00000287356	3
MORN1	10
ENSG00000272161	0
ENSG00000269896	1
ENSG00000272420	0
RER1	4
PEX10	4
PLCH2	2
ENSG00000224387	0
ENSG00000229393	0
PANK4	5
HES5	1
ENSG00000272449	3
TNFRSF14-AS1	0
TNFRSF14	21
ENSG00000225931	1
ENSG00000228037	0
ENSG00000289610	0
PRXL2B	8
MMEL1	5
MMEL1-AS1	0
TTC34	4
ENSG00000285945	0
ENSG00000283259	0
ENSG00000233234	0
ENSG00000287396	0
ENSG00000231630	0
ENSG00000284745	0
ACTRT2	0
